subscriber_id,subscriber_name,city,zone,plan_type,plan_name,monthly_charge,activation_date,status
SUB_04281,Customer 4281,Ajman,Zone 8,Prepaid,Standard,88.31,2024-12-28,Active
SUB_04282,Customer 4282,Abu Dhabi,Zone 4,Postpaid,Unlimited,417.47,2024-09-23,Active
SUB_04283,Customer 4283,Dubai,Zone 8,Pre-paid,Standard,127.51,2024-04-24,Active
SUB_04284,Customer 4284,Dubai,Zone 2,Prepaid,Basic,148.74,2024-01-06,Suspended
SUB_04285,Customer 4285,Abu Dhabi,Zone 6,Postpaid,Premium,285.06,2024-02-23,Active
SUB_04286,Customer 4286,Abu Dhabi,Zone 3,Prepaid,Basic,107.42,2025-02-03,Churned
SUB_04287,Customer 4287,Abu Dhabi,Zone 1,Postpaid,Standard,128.03,2025-03-28,Suspended
SUB_04288,Customer 4288,Dubai,Zone 8,Prepaid,Standard,125.27,2025-03-09,Active
SUB_04289,Customer 4289,Abu Dhabi,Zone 5,Prepaid,Standard,149.98,2024-06-23,Active
SUB_04290,Customer 4290,Abu Dhabi,Zone 4,Postpaid,Standard,106.49,2025-03-03,Active
SUB_04291,Customer 4291,Abu Dhabi,Zone 7,Prepaid,Basic,71.89,2025-05-23,Active
SUB_04292,Customer 4292,Ajman,Zone 3,Prepaid,Standard,64.51,2025-01-26,Active
SUB_04293,Customer 4293,Fujairah,Zone 3,Prepaid,Basic,71.4,2024-12-29,Active
SUB_04294,Customer 4294,Dubai,Zone 7,Prepaid,Basic,141.53,2025-07-17,Active
SUB_04295,Customer 4295,Abu Dhabi,Zone 7,Postpaid,Standard,187.92,2025-01-23,Active
SUB_04296,Customer 4296,Ajman,Zone 4,Prepaid,Standard,120.27,2024-04-17,Churned
SUB_04297,Customer 4297,Abu Dhabi,Zone 4,Prepaid,Standard,143.3,2025-05-09,Churned
SUB_04298,Customer 4298,Abu Dhabi,Zone 6,Prepaid,Standard,104.23,2025-08-18,Active
SUB_04299,Customer 4299,Dubai,Zone 1,Postpaid,Unlimited,438.41,2025-11-01,Active
SUB_04300,Customer 4300,Dubai,Zone 8,Postpaid,Standard,147.31,2025-12-08,Active
SUB_04301,Customer 4301,Ajman,Zone 6,Postpaid,Unlimited,456.79,2024-08-22,Active
SUB_04302,Customer 4302,Dubai,Zone 1,Prepaid,Standard,102.81,2024-06-19,Active
SUB_04303,Customer 4303,Dubai,Zone 4,Postpaid,Premium,218.22,2025-04-11,Active
SUB_04304,Customer 4304,Ajman,Zone 6,Prepaid,Standard,99.31,2024-03-20,Active
SUB_04305,Customer 4305,Sharjah,Zone 2,Prepaid,Standard,122.88,2024-02-08,Active
SUB_04306,Customer 4306,Dubai,Zone 4,Prepaid,Standard,149.33,2024-11-01,Active
SUB_04307,Customer 4307,Dubai,Zone 5,Postpaid,Premium,275.9,2024-01-25,Active
SUB_04308,Customer 4308,Abu Dhabi,Zone 5,Prepaid,Basic,104.49,2024-11-26,Churned
SUB_04309,Customer 4309,Sharjah,Zone 3,Postpaid,Standard,151.17,2024-09-28,Active
SUB_04310,Customer 4310,Dubai,Zone 2,Prepaid,Standard,78.11,2024-04-21,Suspended
SUB_04311,Customer 4311,Fujairah,Zone 1,Prepaid,Basic,56.0,2024-03-20,Active
SUB_04312,Customer 4312,Abu Dhabi,Zone 5,Prepaid,Standard,119.44,2024-12-20,Churned
SUB_04313,Customer 4313,Sharjah,Zone 2,Prepaid,Basic,100.89,2024-06-27,Active
SUB_04314,Customer 4314,Dubai,Zone 5,Postpaid,Standard,156.66,2025-01-23,Active
SUB_04315,Customer 4315,Dubai,Zone 5,Postpaid,Standard,186.57,2024-06-17,Active
SUB_04316,Customer 4316,Abu Dhabi,Zone 1,Postpaid,Premium,343.07,2024-03-21,Active
SUB_04317,Customer 4317,Abu Dhabi,Zone 1,Postpaid,Premium,271.75,2025-07-18,Active
SUB_04318,Customer 4318,Sharjah,Zone 8,Prepaid,Basic,138.85,2024-04-09,Suspended
SUB_04319,Customer 4319,Abu Dhabi,Zone 4,Postpaid,Standard,121.9,2024-12-16,Active
SUB_04320,Customer 4320,Sharjah,Zone 5,Prepaid,Basic,80.93,2025-09-04,Active
SUB_04321,Customer 4321,Dubai,Zone 2,Prepaid,Standard,89.05,2025-09-24,Active
SUB_04322,Customer 4322,Ajman,Zone 6,Prepaid,Standard,84.01,2025-05-13,Active
SUB_04323,Customer 4323,Dubai,Zone 5,Prepaid,Standard,105.67,2025-12-26,Active
SUB_04324,Customer 4324,Abu Dhabi,Zone 3,Prepaid,Standard,118.62,2024-02-05,Active
SUB_04325,Customer 4325,Sharjah,Zone 7,Postpaid,Unlimited,447.55,2025-03-21,Active
SUB_04326,Customer 4326,Sharjah,Zone 8,Prepaid,Basic,92.95,2025-11-04,Active
SUB_04327,Customer 4327,Sharjah,Zone 2,Prepaid,Standard,145.95,2024-06-21,Active
SUB_04328,Customer 4328,Fujairah,Zone 8,Prepaid,Basic,80.58,2025-09-17,Active
SUB_04329,Customer 4329,Dubai,Zone 1,Postpaid,Standard,138.33,2025-03-24,Active
SUB_04330,Customer 4330,Abu Dhabi,Zone 7,Prepaid,Standard,125.45,2024-06-13,Active
SUB_04331,Customer 4331,Ajman,Zone 5,Prepaid,Basic,53.76,2024-02-28,Active
SUB_04332,Customer 4332,Abu Dhabi,Zone 7,Postpaid,Premium,205.13,2024-04-17,Active
SUB_04333,Customer 4333,Sharjah,Zone 4,Prepaid,Basic,87.41,2024-12-09,Active
SUB_04334,Customer 4334,Ajman,Zone 3,Prepaid,Basic,108.69,2024-08-02,Active
SUB_04335,Customer 4335,Sharjah,Zone 3,Prepaid,Basic,120.91,2024-07-17,Churned
SUB_04336,Customer 4336,Dubai,Zone 8,Prepaid,Basic,80.51,2025-02-27,Active
SUB_04337,Customer 4337,Sharjah,Zone 7,Prepaid,Basic,89.92,2025-12-18,Active
SUB_04338,Customer 4338,Dubai,Zone 2,Postpaid,Unlimited,495.83,2025-07-25,Active
SUB_04339,Customer 4339,Dubai,Zone 7,Postpaid,Unlimited,405.48,2025-07-11,Active
SUB_04340,Customer 4340,Sharjah,Zone 7,Prepaid,Basic,59.1,2024-10-02,Active
SUB_04341,Customer 4341,Abu Dhabi,Zone 8,Prepaid,Basic,79.57,2025-11-11,Active
SUB_04342,Customer 4342,Dubai,Zone 7,Postpaid,Premium,292.86,2024-10-19,Active
SUB_04343,Customer 4343,Sharjah,Zone 4,Prepaid,Basic,75.91,2024-11-04,Active
SUB_04344,Customer 4344,Dubai,Zone 4,Postpaid,Standard,181.55,2024-09-04,Active
SUB_04345,Customer 4345,Sharjah,Zone 2,Postpaid,Unlimited,392.98,2024-04-12,Suspended
SUB_04346,Customer 4346,Sharjah,Zone 6,Postpaid,Premium,339.73,2024-02-24,Active
SUB_04347,Customer 4347,Dubai,Zone 7,Prepaid,Standard,58.55,2025-02-10,Active
SUB_04348,Customer 4348,Dubai,Zone 6,Postpaid,Unlimited,367.76,2025-08-12,Active
SUB_04349,Customer 4349,Dubai,Zone 1,Prepaid,Basic,52.41,2025-07-20,Active
SUB_04350,Customer 4350,Abu Dhabi,Zone 6,Prepaid,Basic,139.01,2025-05-21,Active
SUB_04351,Customer 4351,Dubai,Zone 2,Postpaid,Premium,324.57,2024-06-10,Active
SUB_04352,Customer 4352,Dubai,Zone 5,Prepaid,Standard,53.93,2024-02-29,Active
SUB_04353,Customer 4353,Abu Dhabi,Zone 4,Prepaid,Basic,57.17,2025-01-08,Active
SUB_04354,Customer 4354,Dubai,Zone 6,Prepaid,Basic,125.92,2024-01-08,Active
SUB_04355,Customer 4355,Sharjah,Zone 1,Prepaid,Basic,125.15,2025-03-17,Churned
SUB_04356,Customer 4356,Abu Dhabi,Zone 6,Prepaid,Standard,111.03,2024-04-03,Active
SUB_04357,Customer 4357,Sharjah,Zone 1,Postpaid,Premium,342.52,2024-11-01,Active
SUB_04358,Customer 4358,Abu Dhabi,Zone 7,Prepaid,Basic,54.12,2025-11-12,Active
SUB_04359,Customer 4359,Dubai,Zone 2,Prepaid,Standard,138.07,2025-10-06,Suspended
SUB_04360,Customer 4360,Sharjah,Zone 8,Prepaid,Standard,110.51,2025-09-10,Active
SUB_04361,Customer 4361,Dubai,Zone 3,Prepaid,Basic,51.34,2025-05-10,Active
SUB_04362,Customer 4362,Dubai,Zone 4,Postpaid,Standard,130.91,2024-07-27,Active
SUB_04363,Customer 4363,Abu Dhabi,Zone 4,Prepaid,Basic,61.08,2024-04-13,Active
SUB_04364,Customer 4364,Sharjah,Zone 2,Prepaid,Standard,118.55,2024-01-31,Active
SUB_04365,Customer 4365,Dubai,Zone 5,Prepaid,Standard,135.91,2024-08-03,Active
SUB_04366,Customer 4366,Abu Dhabi,Zone 7,Prepaid,Basic,131.84,2024-06-27,Active
SUB_04367,Customer 4367,Abu Dhabi,Zone 5,Prepaid,Basic,130.12,2025-10-19,Active
SUB_04368,Customer 4368,Dubai,Zone 6,Prepaid,Basic,137.41,2024-10-29,Active
SUB_04369,Customer 4369,Abu Dhabi,Zone 4,Prepaid,Basic,117.08,2024-03-28,Active
SUB_04370,Customer 4370,Dubai,Zone 3,Prepaid,Basic,92.11,2025-05-03,Active
SUB_04371,Customer 4371,Sharjah,Zone 2,Postpaid,Premium,234.98,2024-05-02,Active
SUB_04372,Customer 4372,Ajman,Zone 5,Postpaid,Premium,256.29,2024-11-15,Active
SUB_04373,Customer 4373,Dubai,Zone 2,Postpaid,Unlimited,414.33,2025-02-15,Active
SUB_04374,Customer 4374,Sharjah,Zone 3,Prepaid,Basic,144.77,2025-05-01,Active
SUB_04375,Customer 4375,Dubai,Zone 8,Prepaid,Standard,53.19,2025-05-19,Active
SUB_04376,Customer 4376,Ajman,Zone 7,Prepaid,Standard,63.67,2025-11-11,Active
SUB_04377,Customer 4377,Ajman,Zone 8,Prepaid,Standard,90.0,2024-10-02,Active
SUB_04378,Customer 4378,Abu Dhabi,Zone 3,Prepaid,Basic,75.88,2024-04-07,Active
SUB_04379,Customer 4379,Dubai,Zone 5,Postpaid,Unlimited,481.82,2025-10-23,Active
SUB_04380,Customer 4380,Ajman,Zone 8,Prepaid,Standard,81.22,2025-07-15,Active
SUB_04381,Customer 4381,Dubai,Zone 8,Postpaid,Premium,219.35,2025-02-04,Active
SUB_04382,Customer 4382,Ajman,Zone 5,Postpaid,Standard,124.03,2024-07-12,Active
SUB_04383,Customer 4383,Abu Dhabi,Zone 3,Prepaid,Standard,82.04,2025-01-18,Active
SUB_04384,Customer 4384,Dubai,Zone 4,Prepaid,Standard,124.89,2025-01-29,Active
SUB_04385,Customer 4385,Abu Dhabi,Zone 4,Prepaid,Basic,85.06,2025-01-17,Suspended
SUB_04386,Customer 4386,Abu Dhabi,Zone 6,Postpaid,Standard,163.86,2024-07-14,Active
SUB_04387,Customer 4387,Abu Dhabi,Zone 3,Prepaid,Basic,98.29,2025-04-05,Suspended
SUB_04388,Customer 4388,Dubai,Zone 2,Prepaid,Standard,59.62,2024-02-19,Active
SUB_04389,Customer 4389,Dubai,Zone 7,Prepaid,Standard,123.01,2024-09-30,Active
SUB_04390,Customer 4390,Dubai,Zone 1,Postpaid,Premium,233.79,2025-03-30,Active
SUB_04391,Customer 4391,Abu Dhabi,Zone 5,Prepaid,Standard,82.8,2025-04-25,Active
SUB_04392,Customer 4392,Ajman,Zone 3,Prepaid,Standard,126.13,2024-09-30,Active
SUB_04393,Customer 4393,Abu Dhabi,Zone 2,Postpaid,Standard,156.48,2024-08-23,Active
SUB_04394,Customer 4394,Dubai,Zone 6,Prepaid,Standard,58.68,2024-10-06,Suspended
SUB_04395,Customer 4395,Sharjah,Zone 8,Prepaid,Standard,94.13,2025-08-04,Active
SUB_04396,Customer 4396,Sharjah,Zone 6,Postpaid,Unlimited,439.38,2024-03-08,Suspended
SUB_04397,Customer 4397,Ajman,Zone 3,Postpaid,Unlimited,375.02,2024-06-07,Active
SUB_04398,Customer 4398,Dubai,Zone 7,Postpaid,Standard,169.67,2025-12-18,Active
SUB_04399,Customer 4399,Abu Dhabi,Zone 1,Prepaid,Basic,123.37,2025-11-18,Active
SUB_04400,Customer 4400,Abu Dhabi,Zone 3,Postpaid,Premium,208.2,2024-04-13,Churned
SUB_04401,Customer 4401,Sharjah,Zone 7,Postpaid,Unlimited,489.95,2024-04-01,Active
SUB_04402,Customer 4402,Fujairah,Zone 6,Prepaid,Basic,104.49,2025-11-19,Active
SUB_04403,Customer 4403,Ajman,Zone 5,Prepaid,Basic,80.03,2024-12-22,Active
SUB_04404,Customer 4404,Ajman,Zone 6,Postpaid,Unlimited,466.25,2025-07-12,Suspended
SUB_04405,Customer 4405,Dubai,Zone 7,Prepaid,Standard,105.92,2025-03-03,Suspended
SUB_04406,Customer 4406,Abu Dhabi,Zone 4,Prepaid,Basic,89.98,2025-08-30,Active
SUB_04407,Customer 4407,Dubai,Zone 2,Postpaid,Standard,127.67,2024-08-24,Suspended
SUB_04408,Customer 4408,Dubai,Zone 6,Prepaid,Basic,91.07,2025-07-24,Active
SUB_04409,Customer 4409,Abu Dhabi,Zone 8,Prepaid,Basic,84.87,2024-03-07,Active
SUB_04410,Customer 4410,Ajman,Zone 3,Postpaid,Standard,190.12,2025-02-04,Active
SUB_04411,Customer 4411,Abu Dhabi,Zone 5,Postpaid,Unlimited,447.87,2025-06-23,Active
SUB_04412,Customer 4412,Dubai,Zone 4,Prepaid,Standard,140.89,2025-03-08,Active
SUB_04413,Customer 4413,Fujairah,Zone 7,Prepaid,Basic,135.11,2025-07-06,Active
SUB_04414,Customer 4414,Abu Dhabi,Zone 1,Prepaid,Basic,124.99,2025-12-08,Active
SUB_04415,Customer 4415,Dubai,Zone 3,Postpaid,Premium,200.68,2025-05-05,Suspended
SUB_04416,Customer 4416,Dubai,Zone 6,Prepaid,Basic,83.38,2025-08-13,Active
SUB_04417,Customer 4417,Dubai,Zone 5,Prepaid,Standard,87.34,2024-09-02,Active
SUB_04418,Customer 4418,Ajman,Zone 5,Postpaid,Premium,271.6,2025-05-06,Active
SUB_04419,Customer 4419,Sharjah,Zone 7,Prepaid,Standard,61.28,2024-11-06,Active
SUB_04420,Customer 4420,Fujairah,Zone 2,Prepaid,Standard,124.68,2024-03-25,Active
SUB_04421,Customer 4421,Sharjah,Zone 2,Postpaid,Unlimited,472.43,2025-02-12,Active
SUB_04422,Customer 4422,Sharjah,Zone 7,Prepaid,Basic,116.0,2024-02-09,Active
SUB_04423,Customer 4423,Abu Dhabi,Zone 3,Prepaid,Basic,50.22,2025-06-02,Active
SUB_04424,Customer 4424,Fujairah,Zone 7,Postpaid,Standard,131.53,2025-08-11,Active
SUB_04425,Customer 4425,Sharjah,Zone 7,Prepaid,Standard,53.6,2025-06-17,Churned
SUB_04426,Customer 4426,Dubai,Zone 5,Postpaid,Premium,243.07,2025-08-12,Active
SUB_04427,Customer 4427,Abu Dhabi,Zone 4,Prepaid,Standard,124.7,2025-11-28,Active
SUB_04428,Customer 4428,Abu Dhabi,Zone 3,Prepaid,Basic,129.91,2025-10-01,Active
SUB_04429,Customer 4429,Dubai,Zone 4,Prepaid,Standard,127.36,2024-06-03,Active
SUB_04430,Customer 4430,Abu Dhabi,Zone 7,Postpaid,Unlimited,381.73,2024-05-07,Active
SUB_04431,Customer 4431,Dubai,Zone 5,Prepaid,Basic,119.44,2025-04-08,Active
SUB_04432,Customer 4432,Ajman,Zone 1,Prepaid,Standard,142.97,2024-06-30,Active
SUB_04433,Customer 4433,Abu Dhabi,Zone 5,Postpaid,Standard,110.5,2024-06-24,Active
SUB_04434,Customer 4434,Sharjah,Zone 2,Prepaid,Standard,127.94,2024-08-08,Active
SUB_04435,Customer 4435,Ajman,Zone 1,Prepaid,Basic,122.18,2024-07-20,Suspended
SUB_04436,Customer 4436,Abu Dhabi,Zone 5,Prepaid,Basic,63.74,2024-05-13,Active
SUB_04437,Customer 4437,Dubai,Zone 8,Postpaid,Standard,113.84,2024-02-17,Active
SUB_04438,Customer 4438,AD,Zone 1,Postpaid,Unlimited,496.44,2025-03-13,Active
SUB_04439,Customer 4439,Dubai,Zone 6,prepaid,Premium,229.28,2024-03-25,Active
SUB_04440,Customer 4440,Dubai,Zone 2,Prepaid,Standard,144.31,2025-12-04,Active
SUB_04441,Customer 4441,Ajman,Zone 8,Postpaid,Standard,176.08,2025-03-25,Active
SUB_04442,Customer 4442,Abu Dhabi,Zone 4,Postpaid,Premium,231.98,2024-07-29,Active
SUB_04443,Customer 4443,Abu Dhabi,Zone 7,Prepaid,Standard,147.95,2025-10-08,Active
SUB_04444,Customer 4444,Ajman,Zone 5,Prepaid,Basic,75.77,2024-06-04,Active
SUB_04445,Customer 4445,Dubai,Zone 6,Postpaid,Standard,136.46,2025-09-05,Active
SUB_04446,Customer 4446,Sharjah,Zone 8,Prepaid,Standard,86.45,2024-09-25,Active
SUB_04447,Customer 4447,Abu Dhabi,Zone 5,Prepaid,Standard,108.71,2024-11-27,Active
SUB_04448,Customer 4448,Ajman,Zone 6,Postpaid,Premium,251.29,2024-03-13,Active
SUB_04449,Customer 4449,Abu Dhabi,Zone 6,Postpaid,Premium,231.55,2024-04-03,Active
SUB_04450,Customer 4450,Abu Dhabi,Zone 1,Postpaid,Unlimited,376.27,2025-02-05,Suspended
SUB_04451,Customer 4451,Abu Dhabi,Zone 6,Prepaid,Standard,104.06,2025-07-27,Active
SUB_04452,Customer 4452,Sharjah,Zone 7,prepaid,Basic,135.95,2025-02-14,Suspended
SUB_04453,Customer 4453,Dubai,Zone 2,Prepaid,Standard,134.19,2025-07-23,Churned
SUB_04454,Customer 4454,Abu Dhabi,Zone 8,Prepaid,Basic,126.76,2024-12-03,Active
SUB_04455,Customer 4455,Fujairah,Zone 7,Prepaid,Standard,83.93,2024-10-13,Active
SUB_04456,Customer 4456,Sharjah,Zone 3,Postpaid,Standard,109.66,2025-06-20,Active
SUB_04457,Customer 4457,Ajman,Zone 8,Postpaid,Unlimited,496.92,2025-04-18,Active
SUB_04458,Customer 4458,Fujairah,Zone 5,Prepaid,Basic,145.66,2024-01-17,Active
SUB_04459,Customer 4459,Ajman,Zone 4,Prepaid,Standard,145.16,2025-12-22,Active
SUB_04460,Customer 4460,Sharjah,Zone 1,Prepaid,Basic,64.72,2025-10-04,Churned
SUB_04461,Customer 4461,Abu Dhabi,Zone 7,Prepaid,Standard,117.44,2025-08-28,Active
SUB_04462,Customer 4462,Ajman,Zone 7,Postpaid,Standard,176.46,2025-06-23,Active
SUB_04463,Customer 4463,Sharjah,Zone 4,Postpaid,Premium,266.15,2025-03-09,Active
SUB_04464,Customer 4464,Fujairah,Zone 7,PREPAID,Standard,101.11,2024-04-29,Active
SUB_04465,Customer 4465,Abu Dhabi,Zone 3,Prepaid,Basic,125.88,2025-03-04,Suspended
SUB_04466,Customer 4466,Ajman,Zone 6,Prepaid,Standard,137.38,2024-06-06,Active
SUB_04467,Customer 4467,Sharjah,Zone 5,Postpaid,Standard,140.78,2024-06-04,Active
SUB_04468,Customer 4468,Ajman,Zone 8,Prepaid,Basic,89.77,2025-08-07,Active
SUB_04469,Customer 4469,Abu Dhabi,Zone 8,Postpaid,Premium,228.48,2025-08-29,Active
SUB_04470,Customer 4470,Fujairah,Zone 3,Prepaid,Basic,139.68,2025-08-23,Active
SUB_04471,Customer 4471,Sharjah,Zone 2,Postpaid,Premium,205.38,2024-04-16,Active
SUB_04472,Customer 4472,Sharjah,Zone 7,Postpaid,Premium,229.08,2024-04-22,Active
SUB_04473,Customer 4473,Abu Dhabi,Zone 7,Prepaid,Standard,56.57,2025-08-03,Active
SUB_04474,Customer 4474,Dubai,Zone 8,Postpaid,Unlimited,418.03,2024-04-17,Active
SUB_04475,Customer 4475,Abu Dhabi,Zone 7,Prepaid,Basic,79.35,2024-10-23,Active
SUB_04476,Customer 4476,Dubai,Zone 3,Postpaid,Premium,226.66,2025-07-06,Active
SUB_04477,Customer 4477,Dubai,Zone 3,Prepaid,Standard,100.32,2024-12-22,Suspended
SUB_04478,Customer 4478,Abu Dhabi,Zone 8,Prepaid,Basic,68.91,2025-02-28,Suspended
SUB_04479,Customer 4479,Dubai,Zone 5,Prepaid,Basic,80.91,2024-10-01,Active
SUB_04480,Customer 4480,Dubai,Zone 1,Prepaid,Basic,133.63,2025-01-31,Suspended
SUB_04481,Customer 4481,Dubai,Zone 5,Prepaid,Standard,147.09,2025-11-05,Active
SUB_04482,Customer 4482,Sharjah,Zone 7,Prepaid,Standard,61.3,2025-05-16,Active
SUB_04483,Customer 4483,Dubai,Zone 5,Postpaid,Unlimited,379.23,2025-08-12,Active
SUB_04484,Customer 4484,Dubai,Zone 3,Prepaid,Basic,108.39,2025-09-19,Churned
SUB_04485,Customer 4485,Abu Dhabi,Zone 5,Postpaid,Standard,170.12,2025-05-03,Active
SUB_04486,Customer 4486,Abu Dhabi,Zone 6,Postpaid,Standard,143.98,2024-02-12,Active
SUB_04487,Customer 4487,Abu Dhabi,Zone 2,Postpaid,Premium,344.59,2024-06-29,Active
SUB_04488,Customer 4488,Fujairah,Zone 7,Prepaid,Standard,134.87,2024-10-13,Active
SUB_04489,Customer 4489,Dubai,Zone 7,Postpaid,Premium,281.28,2025-02-20,Active
SUB_04490,Customer 4490,Sharjah,Zone 1,Prepaid,Basic,60.9,2024-05-31,Active
SUB_04491,Customer 4491,Dubai,Zone 8,Prepaid,Standard,82.61,2025-09-29,Churned
SUB_04492,Customer 4492,Abu Dhabi,Zone 6,Postpaid,Premium,299.32,2025-09-19,Active
SUB_04493,Customer 4493,Sharjah,Zone 2,Prepaid,Standard,129.07,2025-12-02,Active
SUB_04494,Customer 4494,Abu Dhabi,Zone 1,Prepaid,Basic,51.74,2025-12-15,Active
SUB_04495,Customer 4495,Sharjah,Zone 7,Prepaid,Basic,56.74,2025-02-19,Churned
SUB_04496,Customer 4496,Fujairah,Zone 6,Postpaid,Standard,168.36,2024-02-13,Suspended
SUB_04497,Customer 4497,Fujairah,Zone 7,Postpaid,Standard,103.2,2025-02-13,Active
SUB_04498,Customer 4498,Sharjah,Zone 2,Prepaid,Standard,102.11,2024-12-09,Churned
SUB_04499,Customer 4499,Sharjah,Zone 1,Prepaid,Basic,128.18,2025-12-12,Active
SUB_04500,Customer 4500,Fujairah,Zone 4,Prepaid,Standard,114.19,2024-09-04,Churned
SUB_04501,Customer 4501,Abu Dhabi,Zone 5,Prepaid,Standard,146.58,2024-02-24,Active
SUB_04502,Customer 4502,Dubai,Zone 3,Prepaid,Basic,141.2,2025-05-05,Active
SUB_04503,Customer 4503,Dubai,Zone 7,Postpaid,Premium,280.14,2024-10-06,Churned
SUB_04504,Customer 4504,Dubai,Zone 7,Prepaid,Standard,79.89,2025-01-20,Active
SUB_04505,Customer 4505,Abu Dhabi,Zone 2,Postpaid,Unlimited,476.65,2024-01-25,Active
SUB_04506,Customer 4506,Sharjah,Zone 5,Prepaid,Standard,109.67,2024-12-15,Active
SUB_04507,Customer 4507,Dubai,Zone 5,Prepaid,Basic,132.14,2024-11-10,Active
SUB_04508,Customer 4508,Dubai,Zone 3,Prepaid,Basic,123.17,2024-11-18,Active
SUB_04509,Customer 4509,Sharjah,Zone 5,Postpaid,Standard,114.44,2024-10-18,Active
SUB_04510,Customer 4510,Ajman,Zone 2,Postpaid,Unlimited,498.77,2025-05-22,Active
SUB_04511,Customer 4511,Sharjah,Zone 3,Prepaid,Standard,56.53,2025-12-17,Active
SUB_04512,Customer 4512,Dubai,Zone 3,Prepaid,Basic,138.46,2025-12-06,Suspended
SUB_04513,Customer 4513,Abu Dhabi,Zone 5,Postpaid,Premium,300.77,2024-04-14,Active
SUB_04514,Customer 4514,Sharjah,Zone 1,Prepaid,Standard,81.92,2024-08-25,Active
SUB_04515,Customer 4515,Dubai,Zone 5,Postpaid,Standard,182.09,2024-05-21,Active
SUB_04516,Customer 4516,Dubai,Zone 4,Postpaid,Standard,165.77,2024-11-07,Active
SUB_04517,Customer 4517,Abu Dhabi,Zone 8,Prepaid,Basic,94.62,2025-04-02,Active
SUB_04518,Customer 4518,Dubai,Zone 6,Prepaid,Standard,52.73,2024-11-28,Active
SUB_04519,Customer 4519,Dubai,Zone 7,Prepaid,Standard,123.83,2024-10-06,Suspended
SUB_04520,Customer 4520,Fujairah,Zone 1,Postpaid,Standard,148.74,2025-03-06,Active
SUB_04521,Customer 4521,Dubai,Zone 5,Postpaid,Standard,129.02,2025-09-15,Churned
SUB_04522,Customer 4522,Dubai,Zone 2,Postpaid,Standard,198.59,2025-10-27,Active
SUB_04523,Customer 4523,Sharjah,Zone 4,Prepaid,Basic,77.79,2024-04-05,Active
SUB_04524,Customer 4524,Sharjah,Zone 7,Prepaid,Basic,121.27,2024-07-15,Active
SUB_04525,Customer 4525,Dubai,Zone 1,Prepaid,Standard,71.98,2025-04-01,Active
SUB_04526,Customer 4526,Abu Dhabi,Zone 1,Prepaid,Standard,115.14,2024-08-08,Active
SUB_04527,Customer 4527,Abu Dhabi,Zone 5,Postpaid,Standard,141.96,2025-02-24,Active
SUB_04528,Customer 4528,Sharjah,Zone 8,Postpaid,Premium,212.27,2025-05-15,Active
SUB_04529,Customer 4529,Ajman,Zone 8,Postpaid,Premium,255.92,2025-06-16,Suspended
SUB_04530,Customer 4530,Dubai,Zone 7,Prepaid,Basic,57.19,2025-01-21,Active
SUB_04531,Customer 4531,Abu Dhabi,Zone 2,Prepaid,Standard,69.75,2024-03-02,Active
SUB_04532,Customer 4532,Dubai,Zone 8,Prepaid,Standard,52.28,2025-06-15,Active
SUB_04533,Customer 4533,Dubai,Zone 7,Postpaid,Standard,170.06,2024-06-15,Active
SUB_04534,Customer 4534,Sharjah,Zone 1,Prepaid,Basic,132.06,2024-03-12,Active
SUB_04535,Customer 4535,Ajman,Zone 6,Prepaid,Standard,114.86,2024-11-18,Active
SUB_04536,Customer 4536,Abu Dhabi,Zone 7,Prepaid,Standard,53.82,2025-12-31,Suspended
SUB_04537,Customer 4537,Dubai,Zone 4,Prepaid,Standard,138.82,2025-06-06,Active
SUB_04538,Customer 4538,Abu Dhabi,Zone 1,Prepaid,Standard,147.48,2025-02-21,Active
SUB_04539,Customer 4539,Sharjah,Zone 3,Postpaid,Unlimited,489.27,2024-05-22,Active
SUB_04540,Customer 4540,Sharjah,Zone 4,Prepaid,Basic,87.61,2025-06-24,Active
SUB_04541,Customer 4541,Dubai,Zone 1,Postpaid,Premium,257.47,2025-08-09,Active
SUB_04542,Customer 4542,Abu Dhabi,Zone 1,Prepaid,Standard,99.12,2024-02-03,Active
SUB_04543,Customer 4543,Dubai,Zone 8,Prepaid,Basic,109.79,2024-06-30,Active
SUB_04544,Customer 4544,Dubai,Zone 1,Postpaid,Unlimited,430.53,2024-07-20,Active
SUB_04545,Customer 4545,Ajman,Zone 8,Prepaid,Basic,78.05,2024-07-28,Active
SUB_04546,Customer 4546,Dubai,Zone 3,Postpaid,Standard,106.08,2024-03-04,Active
SUB_04547,Customer 4547,Fujairah,Zone 3,Postpaid,Premium,261.49,2024-09-16,Active
SUB_04548,Customer 4548,Dubai,Zone 8,Postpaid,Premium,300.64,2024-02-07,Active
SUB_04549,Customer 4549,Dubai,Zone 3,Postpaid,Premium,268.65,2025-04-16,Suspended
SUB_04550,Customer 4550,Dubai,Zone 2,Prepaid,Standard,94.35,2024-02-25,Active
SUB_04551,Customer 4551,Abu Dhabi,Zone 5,Prepaid,Basic,128.17,2025-01-08,Active
SUB_04552,Customer 4552,Dubai,Zone 3,Postpaid,Unlimited,469.34,2025-12-26,Active
SUB_04553,Customer 4553,Dubai,Zone 7,Postpaid,Premium,238.47,2024-07-26,Active
SUB_04554,Customer 4554,Sharjah,Zone 5,Prepaid,Basic,65.61,2024-10-11,Active
