ticket_id,subscriber_id,ticket_date,ticket_channel,ticket_category,priority,status,resolution_date,sla_target_hours,assigned_team,zone,city
TKT_004893,SUB_03533,2025-11-22,Online Chat,Billing Query,Medium,Resolved,2025-11-25,48,Tier 2,Zone 6,Dubai
TKT_004894,SUB_04121,2025-12-20,Online Chat,Billing Query,Medium,Resolved,2025-12-24,72,Tier 1,Zone 7,Fujairah
TKT_004895,SUB_03807,2025-09-07,App,Billing Query,Medium,Resolved,2025-09-08,48,Tier 1,Zone 6,Sharjah
TKT_004896,SUB_00099,2025-11-08,App,Technical Support,High,Resolved,2025-11-09,72,Tier 2,Zone 3,Dubai
TKT_004897,SUB_03829,2025-10-05,Call Center,Network Issue,Medium,Resolved,2025-10-09,48,Tier 1,Zone 4,Abu Dhabi
TKT_004898,SUB_01192,2026-01-02,Call Center,Billing Query,Low,Resolved,2026-01-03,24,Tier 2,Zone 5,Dubai
TKT_004899,SUB_02189,2025-09-20,Retail Store,Network Issue,Medium,Open,,48,Tier 1,Zone 8,Ajman
TKT_004900,SUB_04046,2025-09-12,Call Center,Network Issue,High,In Progress,,48,Tier 2,Zone 5,Abu Dhabi
TKT_004901,SUB_00786,2025-10-04,Call Center,Technical Support,Medium,Resolved,2025-10-07,24,Tier 2,Zone 3,Sharjah
TKT_004902,SUB_03793,2025-12-17,Online Chat,Network Issue,Medium,Resolved,2025-12-17,24,Field Ops,Zone 1,Abu Dhabi
TKT_004903,SUB_04249,2025-12-12,Call Center,Billing Query,Critical,Resolved,2025-12-12,48,Field Ops,Zone 7,Sharjah
TKT_004904,SUB_04026,2025-12-10,Online Chat,Billing Query,Medium,Resolved,2025-12-11,24,Tier 2,Zone 2,Dubai
TKT_004905,SUB_01502,2026-01-02,Online Chat,Network Issue,Low,Resolved,2026-01-05,48,Tier 1,Zone 1,Dubai
TKT_004906,SUB_03994,2025-12-26,Online Chat,Network Issue,Medium,Resolved,2025-12-29,72,Tier 2,Zone 2,Fujairah
TKT_004907,SUB_00759,2025-10-23,App,Billing Query,Medium,Resolved,2025-10-24,24,Tier 3,Zone 3,Dubai
TKT_004908,SUB_03255,2025-09-24,Online Chat,Network Issue,Medium,Resolved,2025-09-27,48,Field Ops,Zone 4,Ajman
TKT_004909,SUB_03219,2025-12-14,App,Network Issue,High,Resolved,2025-12-18,72,Tier 2,Zone 4,Ajman
TKT_004910,SUB_01078,2025-10-29,Online Chat,Network Issue,Low,Escalated,,72,Tier 2,Zone 1,Fujairah
TKT_004911,SUB_04936,2025-10-23,App,Billing Query,Low,Resolved,2025-10-27,48,Tier 2,Zone 8,Sharjah
TKT_004912,SUB_00415,2025-09-28,App,Plan Change,High,Open,,48,Tier 1,Zone 7,Abu Dhabi
TKT_004913,SUB_02418,2025-10-22,App,Network Issue,Low,Resolved,2025-10-23,72,Tier 2,Zone 1,Dubai
TKT_004914,SUB_02738,2025-09-14,Online Chat,Network Issue,High,Resolved,2025-09-16,48,Tier 2,Zone 8,Sharjah
TKT_004915,SUB_01854,2025-11-02,App,Billing Query,Low,Resolved,2025-11-05,24,Tier 2,Zone 2,Abu Dhabi
TKT_004916,SUB_03882,2025-09-25,App,Billing Query,Medium,Resolved,2025-09-27,24,Tier 2,Zone 6,Sharjah
TKT_004917,SUB_00005,2025-10-08,Call Center,Complaint,Low,In Progress,,48,Tier 2,Zone 8,Dubai
TKT_004918,SUB_00216,2025-11-22,Call Center,Network Issue,Medium,Resolved,2025-11-26,48,Tier 3,Zone 5,Dubai
TKT_004919,SUB_04142,2025-12-08,App,Complaint,High,In Progress,,24,Field Ops,Zone 5,Dubai
TKT_004920,SUB_01134,2025-10-14,Online Chat,Technical Support,Medium,In Progress,,24,Tier 2,Zone 4,Dubai
TKT_004921,SUB_04766,2025-09-15,Call Center,Network Issue,Critical,In Progress,,48,Tier 3,Zone 7,Dubai
TKT_004922,SUB_00125,2025-10-26,Call Center,Network Issue,Medium,Resolved,2025-10-30,48,Tier 3,Zone 3,Dubai
TKT_004923,SUB_03598,2025-11-10,Retail Store,Network Issue,Critical,Resolved,2025-11-01 00:00:00,48,Field Ops,Zone 6,Sharjah
TKT_004924,SUB_00533,2025-12-10,App,Technical Support,Critical,Resolved,2025-12-12,24,Tier 3,Zone 7,Sharjah
TKT_004925,SUB_04802,2025-10-03,App,Network Issue,Low,Escalated,,24,Tier 1,Zone 5,Dubai
TKT_004926,SUB_02900,2025-09-12,App,Technical Support,High,Resolved,2025-09-16,48,Tier 1,Zone 6,Dubai
TKT_004927,SUB_04267,2025-09-23,Online Chat,Technical Support,High,Resolved,2025-09-23,72,Tier 3,Zone 8,Dubai
TKT_004928,SUB_01815,2025-09-28,Online Chat,Technical Support,Medium,Resolved,2025-10-02,48,Tier 2,Zone 7,Sharjah
TKT_004929,SUB_03619,2026-01-01,App,Technical Support,Low,Resolved,2026-01-01,48,Tier 3,Zone 6,Dubai
TKT_004930,SUB_03809,2025-11-20,Call Center,Technical Support,Medium,Resolved,2025-11-20,24,Tier 2,Zone 8,Sharjah
TKT_004931,SUB_01910,2025-09-29,App,Technical Support,Medium,Open,,48,Field Ops,Zone 4,Sharjah
TKT_004932,SUB_04668,2025-12-06,Online Chat,Network Issue,Medium,Resolved,2025-12-09,48,Tier 2,Zone 2,Abu Dhabi
TKT_004933,SUB_03742,2025-10-22,Call Center,Network Issue,Medium,Open,,48,Tier 2,Zone 2,Dubai
TKT_004934,SUB_00475,2025-12-10,App,Technical Support,Medium,In Progress,,24,Tier 1,Zone 6,Dubai
TKT_004935,SUB_03829,2025-11-09,Call Center,Technical Support,Medium,Resolved,2025-11-10,48,Tier 3,Zone 4,Abu Dhabi
TKT_004936,SUB_04816,2025-12-18,Call Center,Complaint,Medium,Escalated,,48,Tier 1,Zone 1,Dubai
TKT_004937,SUB_01453,2025-10-17,Online Chat,Billing Query,Critical,Escalated,,48,Tier 2,Zone 3,Sharjah
TKT_004938,SUB_04607,2025-10-24,App,Billing Query,Critical,Resolved,2025-10-28,48,Field Ops,Zone 7,Ajman
TKT_004939,SUB_04898,2025-11-27,Call Center,Network Issue,Medium,Resolved,2025-11-27,24,Tier 2,Zone 1,Dubai
TKT_004940,SUB_04521,2025-09-21,Call Center,Billing Query,Critical,Escalated,,24,Tier 3,Zone 5,Dubai
TKT_004941,SUB_01469,2025-12-12,Call Center,Network Issue,Critical,In Progress,,48,Tier 1,Zone 6,Sharjah
TKT_004942,SUB_02290,2025-10-24,App,Billing Query,Medium,Open,,48,Tier 2,Zone 3,Dubai
TKT_004943,SUB_04073,2025-12-29,Online Chat,Technical Support,Medium,Resolved,2026-01-01,48,Tier 2,Zone 2,Ajman
TKT_004944,SUB_03847,2025-11-03,Online Chat,Network Issue,High,In Progress,,48,Tier 2,Zone 1,Sharjah
TKT_004945,SUB_00881,2025-11-12,Call Center,Network Issue,Medium,Escalated,,24,Tier 2,Zone 4,Fujairah
TKT_004946,SUB_04586,2025-12-22,Online Chat,Billing Query,Low,Resolved,2025-12-23,24,Tier 3,Zone 2,Abu Dhabi
TKT_004947,SUB_02106,2025-11-17,Online Chat,Technical Support,Low,Resolved,2025-11-18,48,Tier 1,Zone 6,Abu Dhabi
TKT_004948,SUB_04773,2025-10-17,Online Chat,Technical Support,Medium,Open,,48,Tier 2,Zone 1,Sharjah
TKT_004949,SUB_00282,2025-10-21,Online Chat,Billing Query,Medium,Resolved,2025-10-21,48,Tier 1,Zone 6,Dubai
TKT_004950,SUB_01944,2025-11-17,Online Chat,Network Issue,Low,Resolved,2025-11-19,48,Tier 2,Zone 5,Dubai
TKT_004951,SUB_01400,2025-10-04,Retail Store,Billing Query,Medium,Resolved,2025-10-06,72,Field Ops,Zone 3,Dubai
TKT_004952,SUB_04454,2025-12-18,Call Center,Billing Query,High,Resolved,2025-12-20,24,Tier 2,Zone 8,Abu Dhabi
TKT_004953,SUB_01445,2025-11-02,Call Center,Network Issue,Medium,Resolved,2025-11-05,48,Tier 3,Zone 1,Ajman
TKT_004954,SUB_03391,2025-10-26,Call Center,Billing Query,Medium,Escalated,,24,Tier 1,Zone 5,Abu Dhabi
TKT_004955,SUB_00215,2025-11-25,App,Plan Change,High,resolved,2025-11-28,48,Field Ops,Zone 6,Dubai
TKT_004956,SUB_01933,2025-12-17,Call Center,Billing Query,Medium,Resolved,2025-12-18,48,Tier 1,Zone 6,Sharjah
TKT_004957,SUB_02012,2025-09-15,Call Center,Technical Support,Medium,In Progress,,72,Tier 2,Zone 4,Dubai
TKT_004958,SUB_04405,2025-09-17,Call Center,Network Issue,Medium,Resolved,2025-09-21,48,Tier 3,Zone 7,Dubai
TKT_004959,SUB_00474,2025-10-03,Retail Store,Network Issue,High,Resolved,2025-10-06,48,Tier 3,Zone 1,Dubai
TKT_004960,SUB_02928,2025-12-16,Call Center,Plan Change,Medium,Resolved,2025-12-17,24,Tier 1,Zone 7,Abu Dhabi
TKT_004961,SUB_03003,2025-12-19,App,Billing Query,Low,Resolved,2025-12-23,48,Tier 3,Zone 2,Abu Dhabi
TKT_004962,SUB_01575,2025-11-19,App,Technical Support,High,In Progress,,72,Tier 1,Zone 8,Dubai
TKT_004963,SUB_04962,2025-10-01,Call Center,Network Issue,Medium,Resolved,2025-10-03,48,Tier 2,Zone 6,Dubai
TKT_004964,SUB_01233,2025-09-19,Online Chat,Plan Change,Low,Resolved,2025-09-22,24,Tier 2,Zone 5,Sharjah
TKT_004965,SUB_04484,2025-10-03,App,Network Issue,Medium,In Progress,,72,Tier 3,Zone 3,Dubai
TKT_004966,SUB_04223,2025-11-13,Call Center,Complaint,Medium,resolved,2025-11-13,72,Tier 1,Zone 2,Dubai
TKT_004967,SUB_02138,2025-09-30,Retail Store,Network Issue,Low,In Progress,,24,Field Ops,Zone 1,Abu Dhabi
TKT_004968,SUB_03251,2025-12-25,Call Center,Billing Query,Medium,Resolved,2025-12-25,72,Tier 2,Zone 2,AbuDhabi
TKT_004969,SUB_00287,2025-09-08,Call Center,Plan Change,Medium,Resolved,2025-09-10,24,Tier 1,Zone 7,Ajman
TKT_004970,SUB_04863,2025-12-19,Online Chat,Network Issue,Medium,Resolved,2025-12-22,72,Tier 2,Zone 3,Dubai
TKT_004971,SUB_02225,2025-10-11,Call Center,Plan Change,Medium,In Progress,,72,Tier 3,Zone 6,Dubai
TKT_004972,SUB_01955,2025-12-16,Retail Store,Complaint,Medium,Resolved,2025-12-19,24,Tier 3,Zone 1,Ajman
TKT_004973,SUB_04299,2026-01-04,Call Center,Technical Support,High,Resolved,2026-01-08,48,Tier 1,Zone 1,Dubai
TKT_004974,SUB_01288,2026-01-01,Online Chat,Plan Change,Medium,Resolved,2026-01-05,48,Tier 1,Zone 7,Abu Dhabi
TKT_004975,SUB_04043,2025-10-02,Online Chat,Complaint,Low,Open,,48,Tier 1,Zone 6,Abu Dhabi
TKT_004976,SUB_04544,2025-09-26,Online Chat,Plan Change,Low,Open,,48,Field Ops,Zone 1,Dubai
TKT_004977,SUB_04248,2025-12-13,Call Center,Billing Query,High,Resolved,2025-12-17,24,Tier 3,Zone 4,Dubai
TKT_004978,SUB_04810,2025-09-12,Call Center,Technical Support,Low,Resolved,2025-09-12,24,Tier 3,Zone 5,Abu Dhabi
TKT_004979,SUB_04589,2025-10-22,Online Chat,Complaint,Medium,In Progress,,48,Tier 3,Zone 3,Ajman
TKT_004980,SUB_01611,2025-10-07,App,Billing Query,Low,In Progress,,72,Tier 1,Zone 7,Dubai
TKT_004981,SUB_00199,2025-12-02,Call Center,Billing Query,Medium,Resolved,2025-12-03,24,Tier 2,Zone 4,Dubai
TKT_004982,SUB_00080,2025-09-17,Call Center,Technical Support,Critical,Resolved,2025-09-18,48,Tier 2,Zone 8,Abu Dhabi
TKT_004983,SUB_03163,2025-11-22,App,Network Issue,Critical,Resolved,2025-11-24,48,Tier 3,Zone 5,Ajman
TKT_004984,SUB_02035,2025-10-09,App,Network Issue,High,Resolved,2025-10-09,72,Tier 3,Zone 6,Sharjah
TKT_004985,SUB_01448,2025-12-31,Retail Store,Technical Support,Low,Resolved,2025-12-31,48,Tier 2,Zone 6,Dubai
TKT_004986,SUB_01303,2025-12-31,Online Chat,Billing Query,Low,In Progress,,48,Tier 3,Zone 4,Abu Dhabi
TKT_004987,SUB_00831,2025-11-14,App,Technical Support,Low,Resolved,2025-11-17,48,Tier 2,Zone 5,Ajman
TKT_004988,SUB_00139,2025-09-17,Call Center,Billing Query,Low,Open,,48,Tier 1,Zone 6,Sharjah
TKT_004989,SUB_01650,2025-09-21,Call Center,Network Issue,High,Resolved,2025-09-24,48,Tier 1,Zone 1,Ajman
TKT_004990,SUB_03714,2025-11-19,Retail Store,Billing Query,Low,Resolved,2025-11-19,24,Tier 2,Zone 4,Fujairah
TKT_004991,SUB_02105,2025-09-26,App,Billing Query,Medium,In Progress,,48,Tier 2,Zone 7,Dubai
TKT_004992,SUB_02622,2025-12-06,Online Chat,Billing Query,Low,Resolved,2025-12-09,24,Tier 2,Zone 5,Abu Dhabi
TKT_004993,SUB_01309,2025-12-17,Call Center,Plan Change,Critical,In Progress,,24,Tier 1,Zone 7,Sharjah
TKT_004994,SUB_02166,2025-09-24,App,Technical Support,Medium,Resolved,2025-09-24,48,Tier 1,Zone 8,Dubai
TKT_004995,SUB_04453,2025-11-07,App,Technical Support,Low,Resolved,2025-11-11,48,Field Ops,Zone 2,Dubai
TKT_004996,SUB_02367,2025-11-19,Online Chat,Plan Change,Medium,Resolved,2025-11-19,24,Tier 3,Zone 5,Dubai
TKT_004997,SUB_01860,2025-11-06,Online Chat,Network Issue,High,Resolved,2025-11-10,48,Tier 1,Zone 2,Abu Dhabi
TKT_004998,SUB_03341,2025-11-10,Call Center,Complaint,Low,Resolved,2025-11-11,72,Tier 1,Zone 4,Abu Dhabi
TKT_004999,SUB_03791,2025-10-11,Call Center,Network Issue,High,Resolved,2025-10-15,72,Tier 1,Zone 4,Ajman
TKT_005000,SUB_01199,2025-11-07,App,Network Issue,Critical,Resolved,2025-11-08,48,Tier 1,Zone 8,Sharjah
TKT_005001,SUB_04304,2025-10-29,Call Center,Complaint,Medium,Resolved,2025-11-02,48,Field Ops,Zone 6,Ajman
TKT_005002,SUB_02858,2025-12-23,App,Network Issue,Low,Resolved,2025-12-24,24,Tier 3,Zone 8,Abu Dhabi
TKT_005003,SUB_02758,2025-10-29,Online Chat,Technical Support,Low,Resolved,2025-10-29,48,Field Ops,Zone 3,Dubai
TKT_005004,SUB_01926,2025-10-21,App,Network Issue,Medium,In Progress,,48,Tier 2,Zone 7,Dubai
TKT_005005,SUB_02385,2025-12-01,Online Chat,Billing Query,Medium,Resolved,2025-12-03,24,Field Ops,Zone 8,Dubai
TKT_005006,SUB_01746,2025-10-27,Online Chat,Technical Support,Low,Resolved,2025-10-30,48,Tier 3,Zone 3,Dubai
TKT_005007,SUB_00029,2026-01-03,App,Technical Support,Low,Resolved,2026-01-04,24,Field Ops,Zone 8,Fujairah
TKT_005008,SUB_00558,2025-12-03,App,Network Issue,Low,In Progress,,48,Tier 3,Zone 2,Dubai
TKT_005009,SUB_04985,2025-09-30,Online Chat,Complaint,Medium,Resolved,2025-09-30,24,Tier 2,Zone 8,Abu Dhabi
TKT_005010,SUB_00534,2025-09-26,Online Chat,Network Issue,Medium,In Progress,,24,Tier 3,Zone 7,Abu Dhabi
TKT_005011,SUB_02818,2025-12-19,Call Center,Technical Support,Critical,Open,,72,Tier 1,Zone 5,Abu Dhabi
TKT_005012,SUB_04963,2025-11-15,App,Technical Support,Low,Resolved,2025-11-15,72,Tier 3,Zone 6,Sharjah
TKT_005013,SUB_02069,2025-11-02,Online Chat,Plan Change,Low,Resolved,2025-11-03,24,Tier 2,Zone 1,Ajman
TKT_005014,SUB_02222,2025-09-14,App,Billing Query,Medium,In Progress,,72,Tier 2,Zone 2,Dubai
TKT_005015,SUB_02235,2025-12-23,Call Center,Network Issue,Medium,Resolved,2025-12-24,48,Tier 2,Zone 6,Dubai
TKT_005016,SUB_01413,2025-11-29,App,Network Issue,Low,Open,,24,Tier 3,Zone 7,Dubai
TKT_005017,SUB_03483,2025-09-30,Call Center,Network Issue,Medium,Resolved,2025-10-01,24,Tier 1,Zone 7,Sharjah
TKT_005018,SUB_00349,2025-12-25,Retail Store,Billing Query,High,Resolved,2025-12-28,72,Tier 2,Zone 4,Abu Dhabi
TKT_005019,SUB_00790,2025-12-18,App,Network Issue,Medium,Resolved,2025-12-20,48,Tier 1,Zone 4,Ajman
TKT_005020,SUB_00947,2025-10-21,Online Chat,Network Issue,Low,Resolved,2025-10-24,48,Tier 1,Zone 1,Sharjah
TKT_005021,SUB_04840,2025-09-25,Call Center,Billing Query,Critical,Resolved,2025-09-27,48,Tier 3,Zone 8,Sharjah
TKT_005022,SUB_03703,2025-11-15,Call Center,Billing Query,High,Resolved,2025-11-15,24,Tier 2,Zone 2,Dubai
TKT_005023,SUB_04258,2025-10-03,Call Center,Network Issue,High,Resolved,2025-10-07,48,Tier 3,Zone 3,Dubai
TKT_005024,SUB_01021,2025-09-30,App,Technical Support,Medium,Resolved,2025-10-01,24,Field Ops,Zone 6,Dubai
TKT_005025,SUB_04137,2025-10-25,App,Network Issue,Medium,Resolved,2025-10-28,72,Tier 1,Zone 5,Abu Dhabi
TKT_005026,SUB_03186,2025-11-08,Call Center,Plan Change,Low,Open,,72,Tier 2,Zone 1,Dubai
TKT_005027,SUB_02592,2025-12-04,App,Network Issue,Medium,Resolved,2025-12-05,72,Tier 2,Zone 2,Ajman
TKT_005028,SUB_00617,2025-11-15,Online Chat,Billing Query,Medium,Resolved,2025-11-17,72,Tier 3,Zone 2,Dubai
TKT_005029,SUB_01633,2025-11-10,Call Center,Billing Query,Medium,Resolved,2025-11-14,48,Tier 3,Zone 6,Dubai
TKT_005030,SUB_02214,2025-12-09,App,Billing Query,Low,Resolved,2025-12-12,48,Tier 2,Zone 8,Dubai
TKT_005031,SUB_00088,2025-10-12,Retail Store,Billing Query,Low,Open,,72,Tier 2,Zone 7,Dubai
TKT_005032,SUB_01675,2025-12-23,Online Chat,Billing Query,Medium,Open,,48,Tier 1,Zone 3,Sharjah
TKT_005033,SUB_04624,2025-10-21,Call Center,Network Issue,Medium,In Progress,,48,Tier 2,Zone 5,Sharjah
TKT_005034,SUB_03369,2025-10-09,Online Chat,Technical Support,Low,Resolved,2025-10-12,48,Tier 1,Zone 3,Dubai
TKT_005035,SUB_04687,2025-11-10,App,Network Issue,Low,In Progress,,48,Tier 1,Zone 3,Abu Dhabi
TKT_005036,SUB_03274,2026-01-03,Call Center,Network Issue,Low,Escalated,,72,Tier 3,Zone 3,Dubai
TKT_005037,SUB_04152,2025-10-07,Call Center,Billing Query,High,In Progress,,24,Tier 3,Zone 7,Abu Dhabi
TKT_005038,SUB_01191,2025-11-16,App,Plan Change,High,resolved,2025-11-17,24,Tier 3,Zone 7,Dubai
TKT_005039,SUB_04581,2025-11-18,App,Plan Change,Critical,Resolved,2025-11-20,24,Tier 3,Zone 7,Ajman
TKT_005040,SUB_02948,2025-12-17,Call Center,Billing Query,Critical,Resolved,2025-12-17,48,Tier 1,Zone 1,AD
TKT_005041,SUB_04192,2025-09-08,Retail Store,Network Issue,Low,Resolved,2025-09-08,48,Tier 1,Zone 8,Dubai
TKT_005042,SUB_00040,2025-10-22,Call Center,Billing Query,Low,resolved,2025-10-25,24,Tier 3,Zone 6,Dubai
TKT_005043,SUB_04092,2025-09-24,App,Plan Change,Medium,Resolved,2025-09-26,72,Tier 1,Zone 1,Dubai
TKT_005044,SUB_01856,2025-11-02,App,Billing Query,Low,Open,,48,Field Ops,Zone 8,Ajman
TKT_005045,SUB_04565,2025-10-18,App,Billing Query,Medium,In Progress,,24,Tier 1,Zone 4,Abu Dhabi
TKT_005046,SUB_03830,2025-12-06,Call Center,Network Issue,Low,In Progress,,48,Tier 1,Zone 1,Dubai
TKT_005047,SUB_01136,2025-11-04,Call Center,Billing Query,Medium,In Progress,,72,Tier 2,Zone 1,Sharjah
TKT_005048,SUB_03704,2025-10-07,Call Center,Network Issue,Medium,Resolved,2025-10-07,24,Tier 2,Zone 6,Dubai
TKT_005049,SUB_02496,2025-10-01,Retail Store,Billing Query,Medium,Resolved,2025-10-04,24,Field Ops,Zone 4,Abu Dhabi
TKT_005050,SUB_01834,2025-10-06,Call Center,Plan Change,Low,Escalated,,48,Tier 2,Zone 8,Dubai
TKT_005051,SUB_01639,2025-10-19,Online Chat,Technical Support,Medium,Resolved,2025-10-20,48,Tier 1,Zone 6,Abu Dhabi
TKT_005052,SUB_04530,2025-12-10,Call Center,Technical Support,Critical,In Progress,,48,Tier 3,Zone 7,Dubai
TKT_005053,SUB_01554,2025-11-25,Call Center,Technical Support,Low,Resolved,,48,Tier 2,Zone 8,Dubai
TKT_005054,SUB_03355,2025-09-24,Call Center,Billing Query,Medium,Resolved,2025-09-28,72,Tier 1,Zone 5,Abu Dhabi
TKT_005055,SUB_04188,2025-11-02,Call Center,Billing Query,Low,Resolved,2025-11-06,48,Tier 1,Zone 2,Sharjah
TKT_005056,SUB_00629,2025-09-17,App,Technical Support,Low,Resolved,2025-09-21,24,Field Ops,Zone 5,Ajman
TKT_005057,SUB_04530,2025-10-21,Call Center,Billing Query,Medium,RESOLVED,2025-10-21,48,Field Ops,Zone 7,Dubai
TKT_005058,SUB_00033,2025-10-07,Call Center,Technical Support,High,Resolved,2025-10-11,72,Field Ops,Zone 8,Sharjah
TKT_005059,SUB_04121,2025-12-11,Call Center,Network Issue,High,Resolved,2025-12-14,48,Tier 2,Zone 7,Fujairah
TKT_005060,SUB_00370,2025-10-01,Online Chat,Billing Query,High,Resolved,2025-10-03,48,Tier 2,Zone 5,Sharjah
TKT_005061,SUB_04824,2025-12-25,Call Center,Plan Change,Medium,Resolved,2025-12-25,48,Tier 1,Zone 2,Sharjah
TKT_005062,SUB_00399,2025-11-22,Online Chat,Network Issue,Low,Resolved,2025-11-23,72,Tier 2,Zone 2,Sharjah
TKT_005063,SUB_01910,2025-10-30,Call Center,Technical Support,Medium,In Progress,,48,Tier 2,Zone 4,Sharjah
TKT_005064,SUB_04202,2025-11-15,App,Network Issue,Critical,Resolved,2025-11-19,24,Tier 3,Zone 4,Ajman
TKT_005065,SUB_04328,2025-09-16,Call Center,Billing Query,Low,Resolved,,48,Tier 3,Zone 8,Fujairah
TKT_005066,SUB_00234,2025-12-15,Call Center,Network Issue,Low,In Progress,,48,Tier 3,Zone 8,Dubai
TKT_005067,SUB_03300,2025-10-17,App,Billing Query,Medium,Open,,72,Tier 1,Zone 1,Abu Dhabi
TKT_005068,SUB_00651,2025-12-20,App,Plan Change,High,Resolved,2025-12-21,72,Tier 3,Zone 3,Abu Dhabi
TKT_005069,SUB_04051,2025-11-28,Call Center,Billing Query,High,Resolved,2025-12-02,72,Tier 1,Zone 6,Abu Dhabi
TKT_005070,SUB_00267,2025-12-30,Call Center,Network Issue,Critical,Resolved,2026-01-02,72,Tier 3,Zone 2,Sharjah
TKT_005071,SUB_01294,2025-09-20,Online Chat,Technical Support,Low,Resolved,2025-09-20,48,Tier 1,Zone 3,Dubai
TKT_005072,SUB_02848,2025-10-01,Online Chat,Network Issue,Low,Closed,2025-10-02,72,Tier 1,Zone 8,Abu Dhabi
TKT_005073,SUB_03095,2025-10-08,Retail Store,Billing Query,Medium,Resolved,2025-10-09,48,Tier 1,Zone 8,Dubai
TKT_005074,SUB_04122,2025-10-21,Online Chat,Network Issue,Low,Resolved,2025-10-24,48,Field Ops,Zone 2,Sharjah
TKT_005075,SUB_04818,2025-11-03,Online Chat,Network Issue,High,Resolved,2025-11-07,24,Tier 3,Zone 5,Ajman
TKT_005076,SUB_03653,2025-11-18,Online Chat,Plan Change,Medium,Resolved,2025-11-20,24,Tier 2,Zone 8,Dubai
TKT_005077,SUB_02292,2025-09-16,App,Plan Change,Medium,Open,,48,Tier 2,Zone 3,Abu Dhabi
TKT_005078,SUB_02334,2025-11-26,Online Chat,Plan Change,High,Resolved,2025-11-30,48,Tier 2,Zone 5,Dubai
TKT_005079,SUB_02261,2025-09-29,Call Center,Billing Query,High,Resolved,2025-09-29,72,Tier 2,Zone 2,Fujairah
TKT_005080,SUB_03054,2025-11-06,Online Chat,Network Issue,Medium,Resolved,2025-11-09,72,Field Ops,Zone 8,Dubai
TKT_005081,SUB_03104,2025-10-23,Online Chat,Plan Change,Low,Resolved,2025-10-23,72,Field Ops,Zone 8,Fujairah
TKT_005082,SUB_00033,2025-10-05,Call Center,Network Issue,High,Resolved,2025-10-09,72,Tier 1,Zone 8,Sharjah
TKT_005083,SUB_02210,2025-12-09,Call Center,Billing Query,Critical,In Progress,,72,Tier 1,Zone 8,Sharjah
TKT_005084,SUB_02451,2025-10-12,Call Center,Technical Support,Low,Resolved,2025-10-13,48,Tier 2,Zone 1,Dubai
TKT_005085,SUB_00551,2025-10-03,App,Technical Support,Low,In Progress,,48,Tier 3,Zone 4,Abu Dhabi
TKT_005086,SUB_03874,2025-12-07,Online Chat,Network Issue,Low,Open,,72,Tier 2,Zone 1,Dubai
TKT_005087,SUB_00403,2025-10-14,App,Billing Query,Medium,Resolved,2025-10-18,24,Tier 2,Zone 4,Sharjah
TKT_005088,SUB_04365,2025-11-29,Online Chat,Technical Support,Medium,Resolved,2025-11-29,48,Tier 3,Zone 5,Dubai
TKT_005089,SUB_04599,2025-10-14,App,Billing Query,Low,Resolved,2025-10-18,48,Tier 1,Zone 8,Abu Dhabi
TKT_005090,SUB_02267,2025-11-10,App,Technical Support,Low,In Progress,,24,Tier 2,Zone 6,Sharjah
TKT_005091,SUB_00605,2025-09-26,Call Center,Network Issue,Low,Open,,48,Tier 2,Zone 2,Sharjah
TKT_005092,SUB_03796,2025-09-23,Retail Store,Technical Support,Low,Resolved,2025-09-27,48,Tier 3,Zone 8,Abu Dhabi
TKT_005093,SUB_02612,2025-10-25,Call Center,Complaint,High,In Progress,,24,Tier 1,Zone 1,Sharjah
TKT_005094,SUB_03929,2025-09-16,Call Center,Network Issue,Medium,In Progress,,48,Tier 2,Zone 2,Dubai
TKT_005095,SUB_03396,2025-12-04,Call Center,Network Issue,High,Resolved,2025-12-06,48,Tier 1,Zone 6,Sharjah
TKT_005096,SUB_01034,2025-10-23,Call Center,Network Issue,Low,Resolved,2025-10-23,48,Tier 1,Zone 5,Dubai
TKT_005097,SUB_02502,2025-11-19,App,Technical Support,Medium,Open,,24,Tier 3,Zone 4,Fujairah
TKT_005098,SUB_04459,2025-12-17,Call Center,Complaint,Critical,In Progress,,48,Tier 3,Zone 4,Ajman
TKT_005099,SUB_02797,2025-12-06,Call Center,Technical Support,High,Open,,72,Tier 1,Zone 4,Sharjah
TKT_005100,SUB_00847,2025-11-09,App,Billing Query,Critical,Escalated,,24,Tier 1,Zone 4,Sharjah
TKT_005101,SUB_02111,2025-10-27,App,Network Issue,Low,Resolved,2025-10-30,48,Tier 2,Zone 5,Sharjah
TKT_005102,SUB_01061,2025-09-20,Call Center,Billing Query,High,Open,,24,Tier 1,Zone 2,Fujairah
TKT_005103,SUB_00090,2025-12-28,Online Chat,Technical Support,High,Resolved,2025-12-28,48,Tier 3,Zone 8,Abu Dhabi
TKT_005104,SUB_03821,2025-12-11,Retail Store,Plan Change,Medium,Resolved,2025-12-14,72,Tier 3,Zone 8,Abu Dhabi
TKT_005105,SUB_00430,2026-01-03,Call Center,Billing Query,Medium,Resolved,2026-01-05,24,Tier 1,Zone 1,Sharjah
TKT_005106,SUB_00297,2025-12-26,Call Center,Complaint,Low,Resolved,2025-12-30,72,Tier 3,Zone 1,Dubai
TKT_005107,SUB_00353,2025-10-12,Call Center,Network Issue,Medium,Resolved,2025-10-16,48,Field Ops,Zone 4,Dubai
