bill_id,subscriber_id,billing_month,bill_amount,payment_status,payment_date,credit_adjustment,adjustment_reason
BILL_010736,SUB_03579,2025-11-01,167.55,Partial,,0.0,
BILL_010737,SUB_03579,2025-12-01,121.19,Partial,,47.33,Billing Error
BILL_010738,SUB_03580,2025-10-01,156.16,Partial,,11.76,Promo Credit
BILL_010739,SUB_03580,2025-11-01,140.24,Paid,2025-11-16,0.0,
BILL_010740,SUB_03580,2025-12-01,145.64,Paid,2025-12-18,0.0,
BILL_010741,SUB_03581,2025-10-01,192.5,Paid,2025-10-27,0.0,
BILL_010742,SUB_03581,2025-11-01,155.04,Paid,2025-11-04,0.0,
BILL_010743,SUB_03581,2025-12-01,189.43,Paid,2025-12-30,0.0,
BILL_010744,SUB_03582,2025-10-01,194.21,Overdue,,0.0,
BILL_010745,SUB_03582,2025-11-01,173.72,Paid,2025-11-29,0.0,
BILL_010746,SUB_03582,2025-12-01,180.78,Paid,2025-12-27,0.0,
BILL_010747,SUB_03583,2025-10-01,305.46,Overdue,,0.0,
BILL_010748,SUB_03583,2025-11-01,302.9,Overdue,,0.0,
BILL_010749,SUB_03583,2025-12-01,272.41,Paid,2025-12-29,0.0,
BILL_010750,SUB_03584,2025-10-01,107.7,Paid,2025-10-31,0.0,
BILL_010751,SUB_03584,2025-11-01,105.41,Paid,2025-11-28,0.0,
BILL_010752,SUB_03584,2025-12-01,99.66,Paid,2025-12-24,46.24,Network Issue
BILL_010753,SUB_03585,2025-10-01,302.72,Pending,,0.0,
BILL_010754,SUB_03585,2025-11-01,272.11,Pending,,70.94,Network Issue
BILL_010755,SUB_03585,2025-12-01,264.86,Overdue,,26.77,Promo Credit
BILL_010756,SUB_03586,2025-10-01,97.56,Paid,2025-10-10,0.0,
BILL_010757,SUB_03586,2025-11-01,115.28,Paid,2025-11-04,0.0,
BILL_010758,SUB_03586,2025-12-01,79.61,Paid,2025-12-02,0.0,
BILL_010759,SUB_03587,2025-10-01,77.86,Paid,2025-10-18,0.0,
BILL_010760,SUB_03587,2025-11-01,84.48,Paid,2025-11-20,0.0,
BILL_010761,SUB_03587,2025-12-01,99.35,Partial,,0.0,
BILL_010762,SUB_03588,2025-10-01,121.53,Paid,2025-10-16,0.0,
BILL_010763,SUB_03588,2025-11-01,133.25,Paid,2025-12-01,0.0,
BILL_010764,SUB_03588,2025-12-01,128.3,Pending,,0.0,
BILL_010765,SUB_03589,2025-10-01,110.3,Pending,,0.0,
BILL_010766,SUB_03589,2025-11-01,141.76,Paid,2025-11-10,0.0,
BILL_010767,SUB_03589,2025-12-01,157.95,Overdue,,0.0,
BILL_010768,SUB_03590,2025-10-01,110.79,Pending,,83.59,Billing Error
BILL_010769,SUB_03590,2025-11-01,117.83,Paid,2025-11-18,0.0,
BILL_010770,SUB_03590,2025-12-01,144.23,Overdue,,0.0,
BILL_010771,SUB_03591,2025-10-01,88.68,Paid,2025-10-31,0.0,
BILL_010772,SUB_03591,2025-11-01,86.8,Overdue,,0.0,
BILL_010773,SUB_03591,2025-12-01,101.31,Pending,,78.08,Goodwill
BILL_010774,SUB_03592,2025-10-01,188.6,Paid,2025-10-02,0.0,
BILL_010775,SUB_03592,2025-11-01,197.79,Paid,2025-11-20,0.0,
BILL_010776,SUB_03592,2025-12-01,165.33,Partial,,0.0,
BILL_010777,SUB_03593,2025-10-01,100.46,Paid,2025-10-30,0.0,
BILL_010778,SUB_03593,2025-11-01,141.06,Overdue,,0.0,
BILL_010779,SUB_03593,2025-12-01,98.41,Paid,2025-12-06,0.0,
BILL_010780,SUB_03594,2025-10-01,101.95,Paid,2025-10-03,0.0,
BILL_010781,SUB_03594,2025-11-01,91.63,Paid,2025-11-27,0.0,
BILL_010782,SUB_03594,2025-12-01,99.56,Paid,2025-12-15,0.0,
BILL_010783,SUB_03595,2025-10-01,104.58,Paid,2025-10-28,0.0,
BILL_010784,SUB_03595,2025-11-01,87.64,Paid,2025-11-06,98.14,Network Issue
BILL_010785,SUB_03595,2025-12-01,102.46,Paid,2025-12-10,0.0,
BILL_010786,SUB_03596,2025-10-01,295.81,Partial,,0.0,
BILL_010787,SUB_03596,2025-11-01,285.89,Paid,2025-11-27,0.0,
BILL_010788,SUB_03596,2025-12-01,274.63,Paid,2025-12-11,0.0,
BILL_010789,SUB_03597,2025-10-01,302.26,Paid,2025-10-21,0.0,
BILL_010790,SUB_03597,2025-11-01,311.45,Paid,2025-11-03,0.0,
BILL_010791,SUB_03597,2025-12-01,299.22,Paid,2025-12-11,0.0,
BILL_010792,SUB_03598,2025-10-01,83.53,Paid,2025-10-15,0.0,
BILL_010793,SUB_03598,2025-11-01,81.91,Overdue,,0.0,
BILL_010794,SUB_03598,2025-12-01,80.24,Pending,,69.01,Goodwill
BILL_010795,SUB_03599,2025-10-01,120.34,Paid,2025-10-22,0.0,
BILL_010796,SUB_03599,2025-11-01,115.76,Paid,2025-11-10,52.9,Billing Error
BILL_010797,SUB_03599,2025-12-01,137.09,Paid,2025-12-19,0.0,
BILL_010798,SUB_03600,2025-10-01,233.65,Paid,2025-10-08,0.0,
BILL_010799,SUB_03600,2025-11-01,215.75,Paid,2025-11-14,0.0,
BILL_010800,SUB_03600,2025-12-01,223.03,Overdue,,0.0,
BILL_010801,SUB_03601,2025-10-01,273.99,Paid,2025-10-12,0.0,
BILL_010802,SUB_03601,2025-11-01,277.9,Paid,2025-11-06,0.0,
BILL_010803,SUB_03601,2025-12-01,257.38,Paid,2025-12-29,0.0,
BILL_010804,SUB_03602,2025-10-01,134.73,Pending,,0.0,
BILL_010805,SUB_03602,2025-11-01,124.85,Paid,2025-11-11,0.0,
BILL_010806,SUB_03602,2025-12-01,126.44,Paid,2025-12-15,0.0,
BILL_010807,SUB_03603,2025-10-01,149.91,Paid,2025-10-02,0.0,
BILL_010808,SUB_03603,2025-11-01,133.79,Paid,,0.0,
BILL_010809,SUB_03603,2025-12-01,146.19,Paid,2025-12-11,0.0,
BILL_010810,SUB_03604,2025-10-01,103.78,Partial,,0.0,
BILL_010811,SUB_03604,2025-11-01,143.28,Paid,2025-12-01,0.0,
BILL_010812,SUB_03604,2025-12-01,118.27,Paid,2025-12-29,0.0,
BILL_010813,SUB_03605,2025-10-01,189.81,Paid,2025-10-10,0.0,
BILL_010814,SUB_03605,2025-11-01,170.72,Partial,,0.0,
BILL_010815,SUB_03605,2025-12-01,167.44,Paid,2025-12-22,0.0,
BILL_010816,SUB_03606,2025-10-01,407.46,Overdue,,0.0,
BILL_010817,SUB_03606,2025-11-01,397.88,Paid,2025-11-26,41.56,Billing Error
BILL_010818,SUB_03606,2025-12-01,432.3,Paid,2025-12-18,40.69,Network Issue
BILL_010819,SUB_03607,2025-10-01,114.74,Paid,2025-10-16,0.0,
BILL_010820,SUB_03607,2025-11-01,114.0,Paid,2025-11-30,0.0,
BILL_010821,SUB_03607,2025-12-01,100.96,Partial,,0.0,
BILL_010822,SUB_03608,2025-10-01,327.34,Partial,,0.0,
BILL_010823,SUB_03608,2025-11-01,325.23,Paid,2025-11-10,0.0,
BILL_010824,SUB_03608,2025-12-01,344.65,Paid,2025-12-19,0.0,
BILL_010825,SUB_03609,2025-10-01,179.16,Pending,,0.0,
BILL_010826,SUB_03609,2025-11-01,149.45,Overdue,,76.44,Promo Credit
BILL_010827,SUB_03609,2025-12-01,187.58,Paid,2025-12-27,0.0,
BILL_010828,SUB_03610,2025-10-01,125.72,Partial,,0.0,
BILL_010829,SUB_03610,2025-11-01,108.99,Overdue,,0.0,
BILL_010830,SUB_03610,2025-12-01,143.78,Paid,2025-12-06,0.0,
BILL_010831,SUB_03611,2025-10-01,136.74,Paid,2025-10-20,23.3,Billing Error
BILL_010832,SUB_03611,2025-11-01,114.57,Paid,2025-11-20,0.0,
BILL_010833,SUB_03611,2025-12-01,150.81,Paid,2025-12-02,0.0,
BILL_010834,SUB_03612,2025-10-01,168.09,Paid,2025-10-26,0.0,
BILL_010835,SUB_03612,2025-11-01,160.2,Paid,2025-11-05,0.0,
BILL_010836,SUB_03612,2025-12-01,146.22,Paid,2025-12-13,0.0,
BILL_010837,SUB_03613,2025-10-01,95.05,Paid,2025-10-19,0.0,
BILL_010838,SUB_03613,2025-11-01,140.01,Paid,2025-11-05,72.74,Billing Error
BILL_010839,SUB_03613,2025-12-01,103.19,Paid,,0.0,
BILL_010840,SUB_03614,2025-10-01,106.57,Paid,2025-10-26,0.0,
BILL_010841,SUB_03614,2025-11-01,84.98,Paid,2025-11-29,0.0,
BILL_010842,SUB_03614,2025-12-01,89.04,Paid,2025-12-20,0.0,
BILL_010843,SUB_03615,2025-10-01,233.84,Paid,2025-10-02,0.0,
BILL_010844,SUB_03615,2025-11-01,225.36,Paid,2025-11-07,0.0,
BILL_010845,SUB_03615,2025-12-01,235.64,Paid,2025-12-13,0.0,
BILL_010846,SUB_03616,2025-10-01,381.5,Paid,2025-10-07,0.0,
BILL_010847,SUB_03616,2025-11-01,378.26,Paid,2025-11-26,0.0,
BILL_010848,SUB_03616,2025-12-01,348.9,Paid,2025-12-22,0.0,
BILL_010849,SUB_03617,2025-10-01,72.51,Paid,2025-10-10,0.0,
BILL_010850,SUB_03617,2025-11-01,68.2,Overdue,,0.0,
BILL_010851,SUB_03617,2025-12-01,65.92,Paid,2025-12-27,0.0,
BILL_010852,SUB_03618,2025-10-01,191.21,Paid,2025-10-11,0.0,
BILL_010853,SUB_03618,2025-11-01,197.39,Overdue,,0.0,
BILL_010854,SUB_03618,2025-12-01,163.11,Paid,2025-12-23,0.0,
BILL_010855,SUB_03619,2025-10-01,172.11,Paid,2025-10-22,0.0,
BILL_010856,SUB_03619,2025-11-01,163.94,Partial,,45.42,Goodwill
BILL_010857,SUB_03619,2025-12-01,129.53,Paid,2025-12-30,0.0,
BILL_010858,SUB_03620,2025-10-01,153.86,Paid,2025-10-12,0.0,
BILL_010859,SUB_03620,2025-11-01,155.53,Paid,2025-11-17,0.0,
BILL_010860,SUB_03620,2025-12-01,151.03,Paid,2025-12-09,0.0,
BILL_010861,SUB_03621,2025-10-01,101.21,Paid,,0.0,
BILL_010862,SUB_03621,2025-11-01,86.63,Paid,2025-11-13,32.39,Promo Credit
BILL_010863,SUB_03621,2025-12-01,88.2,Paid,2025-12-06,0.0,
BILL_010864,SUB_03622,2025-10-01,166.25,Paid,2025-10-22,0.0,
BILL_010865,SUB_03622,2025-11-01,153.12,Partial,,0.0,
BILL_010866,SUB_03622,2025-12-01,177.68,Paid,2025-12-21,0.0,
BILL_010867,SUB_03623,2025-10-01,97.0,Paid,2025-10-28,0.0,
BILL_010868,SUB_03623,2025-11-01,134.06,Paid,2025-11-03,0.0,
BILL_010869,SUB_03623,2025-12-01,139.56,Paid,2025-12-03,0.0,
BILL_010870,SUB_03624,2025-10-01,439.56,Paid,2025-10-04,0.0,
BILL_010871,SUB_03624,2025-11-01,397.12,Paid,,0.0,
BILL_010872,SUB_03624,2025-12-01,400.65,Paid,2025-12-06,0.0,
BILL_010873,SUB_03625,2025-10-01,165.43,Paid,2025-10-12,0.0,
BILL_010874,SUB_03625,2025-11-01,173.69,Pending,,0.0,
BILL_010875,SUB_03625,2025-12-01,188.59,Paid,2025-12-06,0.0,
BILL_010876,SUB_03626,2025-10-01,125.34,Paid,2025-10-16,0.0,
BILL_010877,SUB_03626,2025-11-01,113.33,Paid,2025-11-07,0.0,
BILL_010878,SUB_03626,2025-12-01,147.65,Overdue,,0.0,
BILL_010879,SUB_03627,2025-10-01,128.09,Paid,2025-10-09,0.0,
BILL_010880,SUB_03627,2025-11-01,146.28,Overdue,,0.0,
BILL_010881,SUB_03627,2025-12-01,136.67,Paid,2025-12-29,0.0,
BILL_010882,SUB_03628,2025-10-01,154.0,Paid,2025-10-17,77.26,Goodwill
BILL_010883,SUB_03628,2025-11-01,141.74,Paid,2025-11-19,0.0,
BILL_010884,SUB_03628,2025-12-01,159.11,Paid,2025-12-11,0.0,
BILL_010885,SUB_03629,2025-10-01,152.54,Overdue,,0.0,
BILL_010886,SUB_03629,2025-11-01,182.61,Paid,2025-11-27,0.0,
BILL_010887,SUB_03629,2025-12-01,137.8,Paid,2025-12-10,0.0,
BILL_010888,SUB_03630,2025-10-01,161.31,Paid,2025-10-07,0.0,
BILL_010889,SUB_03630,2025-11-01,141.06,Paid,2025-11-16,0.0,
BILL_010890,SUB_03630,2025-12-01,189.19,Paid,2025-12-13,0.0,
BILL_010891,SUB_03631,2025-10-01,174.59,Paid,2025-10-31,0.0,
BILL_010892,SUB_03631,2025-11-01,153.34,Paid,2025-11-29,0.0,
BILL_010893,SUB_03631,2025-12-01,146.76,Paid,2025-12-27,0.0,
BILL_010894,SUB_03632,2025-10-01,142.45,Paid,2025-10-07,0.0,
BILL_010895,SUB_03632,2025-11-01,132.31,Paid,2025-11-20,0.0,
BILL_010896,SUB_03632,2025-12-01,149.63,Partial,,0.0,
BILL_010897,SUB_03633,2025-10-01,87.83,Pending,,0.0,
BILL_010898,SUB_03633,2025-11-01,88.74,Paid,2025-11-07,0.0,
BILL_010899,SUB_03633,2025-12-01,71.74,Pending,,0.0,
BILL_010900,SUB_03634,2025-10-01,180.3,Paid,2025-10-17,83.18,Billing Error
BILL_010901,SUB_03634,2025-11-01,174.7,Paid,2025-11-27,0.0,
BILL_010902,SUB_03634,2025-12-01,164.71,Paid,2025-12-13,0.0,
BILL_010903,SUB_03635,2025-10-01,178.7,Paid,2025-10-18,49.71,Billing Error
BILL_010904,SUB_03635,2025-11-01,177.39,Paid,2025-11-13,0.0,
BILL_010905,SUB_03635,2025-12-01,147.41,Pending,,0.0,
BILL_010906,SUB_03636,2025-10-01,361.97,Paid,2025-10-31,0.0,
BILL_010907,SUB_03636,2025-11-01,398.37,Paid,2025-11-02,0.0,
BILL_010908,SUB_03636,2025-12-01,368.58,Paid,2025-12-15,0.0,
BILL_010909,SUB_03637,2025-10-01,372.18,Paid,2025-10-26,0.0,
BILL_010910,SUB_03637,2025-11-01,373.61,Paid,2025-11-13,0.0,
BILL_010911,SUB_03637,2025-12-01,361.92,Paid,2025-12-20,33.84,Goodwill
BILL_010912,SUB_03638,2025-10-01,398.93,Paid,2025-10-20,0.0,
BILL_010913,SUB_03638,2025-11-01,392.09,Partial,,0.0,
BILL_010914,SUB_03638,2025-12-01,395.29,Paid,2025-12-18,0.0,
BILL_010915,SUB_03639,2025-10-01,123.39,Paid,2025-10-21,0.0,
BILL_010916,SUB_03639,2025-11-01,153.32,Paid,2025-11-02,0.0,
BILL_010917,SUB_03639,2025-12-01,138.69,Partial,,0.0,
BILL_010918,SUB_03640,2025-10-01,453.63,Paid,2025-10-31,29.7,Billing Error
BILL_010919,SUB_03640,2025-11-01,447.98,Overdue,,0.0,
BILL_010920,SUB_03640,2025-12-01,452.74,Paid,2025-12-11,99.65,Network Issue
BILL_010921,SUB_03641,2025-10-01,419.43,Overdue,,0.0,
BILL_010922,SUB_03641,2025-11-01,417.0,Overdue,,0.0,
BILL_010923,SUB_03641,2025-12-01,411.24,Overdue,,0.0,
BILL_010924,SUB_03642,2025-10-01,96.89,Paid,2025-10-04,0.0,
BILL_010925,SUB_03642,2025-11-01,104.8,Paid,2025-11-27,0.0,
BILL_010926,SUB_03642,2025-12-01,80.57,Paid,,0.0,
BILL_010927,SUB_03643,2025-10-01,154.49,Paid,2025-10-19,0.0,
BILL_010928,SUB_03643,2025-11-01,157.79,Paid,2025-11-07,0.0,
BILL_010929,SUB_03643,2025-12-01,165.34,Paid,2025-12-02,0.0,
BILL_010930,SUB_03644,2025-10-01,141.36,Paid,2025-10-29,0.0,
BILL_010931,SUB_03644,2025-11-01,167.15,Paid,2025-11-22,0.0,
BILL_010932,SUB_03644,2025-12-01,169.57,Paid,2025-12-03,0.0,
BILL_010933,SUB_03645,2025-10-01,98.36,Paid,2025-10-27,0.0,
BILL_010934,SUB_03645,2025-11-01,94.86,Overdue,,68.85,Network Issue
BILL_010935,SUB_03645,2025-12-01,81.82,Pending,,0.0,
BILL_010936,SUB_03646,2025-10-01,223.37,Paid,2025-10-14,0.0,
BILL_010937,SUB_03646,2025-11-01,201.61,Paid,2025-11-08,0.0,
BILL_010938,SUB_03646,2025-12-01,206.09,Paid,2025-12-15,0.0,
BILL_010939,SUB_03647,2025-10-01,496.23,Paid,2025-10-22,0.0,
BILL_010940,SUB_03647,2025-11-01,504.64,Pending,,0.0,
BILL_010941,SUB_03647,2025-12-01,502.01,Paid,2025-12-05,0.0,
BILL_010942,SUB_03648,2025-10-01,134.27,Overdue,,0.0,
BILL_010943,SUB_03648,2025-11-01,124.78,Paid,2025-11-25,0.0,
BILL_010944,SUB_03648,2025-12-01,132.11,Paid,2025-12-13,0.0,
BILL_010945,SUB_03649,2025-10-01,128.72,Paid,2025-10-13,0.0,
BILL_010946,SUB_03649,2025-11-01,126.41,Paid,2025-11-02,0.0,
BILL_010947,SUB_03649,2025-12-01,146.71,Paid,2025-12-13,0.0,
BILL_010948,SUB_03650,2025-10-01,166.71,Partial,,0.0,
BILL_010949,SUB_03650,2025-11-01,167.4,Paid,2025-11-09,0.0,
BILL_010950,SUB_03650,2025-12-01,120.53,Paid,2025-12-06,0.0,
BILL_010951,SUB_03651,2025-10-01,117.87,Paid,2025-10-03,0.0,
BILL_010952,SUB_03651,2025-11-01,150.92,Pending,,31.27,Network Issue
BILL_010953,SUB_03651,2025-12-01,134.88,Paid,2025-12-11,0.0,
BILL_010954,SUB_03652,2025-10-01,76.67,Paid,2025-10-22,0.0,
BILL_010955,SUB_03652,2025-11-01,68.98,Paid,2025-11-13,0.0,
BILL_010956,SUB_03652,2025-12-01,84.03,Paid,2025-12-10,96.24,Billing Error
BILL_010957,SUB_03653,2025-10-01,136.24,Paid,2025-10-20,0.0,
BILL_010958,SUB_03653,2025-11-01,108.39,Paid,2025-11-28,0.0,
BILL_010959,SUB_03653,2025-12-01,152.49,Paid,2025-12-12,0.0,
BILL_010960,SUB_03654,2025-10-01,109.61,Paid,2025-10-30,0.0,
BILL_010961,SUB_03654,2025-11-01,157.44,Paid,2025-11-29,0.0,
BILL_010962,SUB_03654,2025-12-01,131.74,Paid,2025-12-31,0.0,
BILL_010963,SUB_03655,2025-10-01,215.45,Paid,2025-10-20,0.0,
BILL_010964,SUB_03655,2025-11-01,182.73,Paid,2025-11-08,0.0,
BILL_010965,SUB_03655,2025-12-01,195.91,Paid,2025-12-13,0.0,
BILL_010966,SUB_03656,2025-10-01,192.19,Paid,2025-10-20,0.0,
BILL_010967,SUB_03656,2025-11-01,191.19,Paid,2025-11-25,0.0,
BILL_010968,SUB_03656,2025-12-01,202.69,Paid,2025-12-16,0.0,
BILL_010969,SUB_03657,2025-10-01,134.76,Paid,2025-10-17,0.0,
BILL_010970,SUB_03657,2025-11-01,128.5,Paid,2025-11-15,0.0,
BILL_010971,SUB_03657,2025-12-01,142.52,Partial,,0.0,
BILL_010972,SUB_03658,2025-10-01,145.53,Paid,2025-10-07,0.0,
BILL_010973,SUB_03658,2025-11-01,119.94,Paid,2025-11-26,0.0,
BILL_010974,SUB_03658,2025-12-01,113.26,Partial,,0.0,
BILL_010975,SUB_03659,2025-10-01,99.95,Paid,2025-10-06,90.28,Billing Error
BILL_010976,SUB_03659,2025-11-01,75.36,Paid,2025-11-14,0.0,
BILL_010977,SUB_03659,2025-12-01,103.3,Overdue,,0.0,
BILL_010978,SUB_03660,2025-10-01,175.74,Overdue,,0.0,
BILL_010979,SUB_03660,2025-11-01,144.93,Paid,2025-12-01,0.0,
BILL_010980,SUB_03660,2025-12-01,129.2,Partial,,0.0,
BILL_010981,SUB_03661,2025-10-01,135.81,Paid,2025-10-14,0.0,
BILL_010982,SUB_03661,2025-11-01,110.35,Paid,2025-11-03,0.0,
BILL_010983,SUB_03661,2025-12-01,137.34,Pending,,0.0,
BILL_010984,SUB_03662,2025-10-01,83.76,Paid,2025-10-18,0.0,
BILL_010985,SUB_03662,2025-11-01,102.24,Paid,2025-11-27,0.0,
BILL_010986,SUB_03662,2025-12-01,110.75,Paid,2025-12-22,0.0,
BILL_010987,SUB_03663,2025-10-01,374.56,Paid,2025-10-16,0.0,
BILL_010988,SUB_03663,2025-11-01,383.38,Paid,2025-11-28,0.0,
BILL_010989,SUB_03663,2025-12-01,368.52,Paid,2025-12-23,0.0,
BILL_010990,SUB_03664,2025-10-01,67.54,Paid,2025-10-13,0.0,
BILL_010991,SUB_03664,2025-11-01,96.39,Paid,2025-12-01,0.0,
BILL_010992,SUB_03664,2025-12-01,104.42,Paid,2025-12-08,0.0,
BILL_010993,SUB_03665,2025-10-01,202.65,Paid,2025-10-08,0.0,
BILL_010994,SUB_03665,2025-11-01,246.37,Paid,2025-11-03,0.0,
BILL_010995,SUB_03665,2025-12-01,220.36,Partial,,0.0,
BILL_010996,SUB_03666,2025-10-01,166.65,Paid,2025-10-16,0.0,
BILL_010997,SUB_03666,2025-11-01,185.87,Partial,,0.0,
BILL_010998,SUB_03666,2025-12-01,182.61,Partial,,0.0,
BILL_010999,SUB_03667,2025-10-01,108.16,Paid,2025-10-21,0.0,
BILL_011000,SUB_03667,2025-11-01,134.91,Overdue,,0.0,
BILL_011001,SUB_03667,2025-12-01,93.78,Paid,2025-12-19,48.79,Billing Error
BILL_011002,SUB_03668,2025-10-01,115.98,Pending,,0.0,
BILL_011003,SUB_03668,2025-11-01,120.62,Paid,2025-11-29,0.0,
BILL_011004,SUB_03668,2025-12-01,121.37,Paid,2025-12-06,0.0,
BILL_011005,SUB_03669,2025-10-01,113.22,Paid,2025-10-25,88.13,Network Issue
BILL_011006,SUB_03669,2025-11-01,78.98,Paid,2025-11-13,0.0,
BILL_011007,SUB_03669,2025-12-01,121.91,Overdue,,0.0,
BILL_011008,SUB_03670,2025-10-01,530.37,Paid,2025-10-13,51.31,Network Issue
BILL_011009,SUB_03670,2025-11-01,544.56,Paid,2025-11-06,0.0,
BILL_011010,SUB_03670,2025-12-01,514.18,Overdue,,0.0,
BILL_011011,SUB_03671,2025-10-01,136.13,Paid,2025-10-14,0.0,
BILL_011012,SUB_03671,2025-11-01,173.41,Paid,2025-11-22,0.0,
BILL_011013,SUB_03671,2025-12-01,148.12,Paid,2025-12-27,26.45,Goodwill
BILL_011014,SUB_03672,2025-10-01,264.07,Paid,2025-10-20,65.38,Promo Credit
BILL_011015,SUB_03672,2025-11-01,263.59,Paid,2025-11-14,0.0,
BILL_011016,SUB_03672,2025-12-01,271.78,Pending,,0.0,
BILL_011017,SUB_03673,2025-10-01,173.11,Paid,2025-10-29,0.0,
BILL_011018,SUB_03673,2025-11-01,166.41,Overdue,,0.0,
BILL_011019,SUB_03673,2025-12-01,174.92,Paid,2025-12-17,0.0,
BILL_011020,SUB_03674,2025-10-01,112.29,Paid,2025-10-04,0.0,
BILL_011021,SUB_03674,2025-11-01,105.46,Paid,2025-11-14,0.0,
BILL_011022,SUB_03674,2025-12-01,94.22,Paid,2025-12-09,0.0,
BILL_011023,SUB_03675,2025-10-01,94.88,Partial,,0.0,
BILL_011024,SUB_03675,2025-11-01,84.39,Paid,2025-11-16,0.0,
BILL_011025,SUB_03675,2025-12-01,95.23,Paid,2025-12-08,0.0,
BILL_011026,SUB_03676,2025-10-01,205.87,Paid,2025-10-16,0.0,
BILL_011027,SUB_03676,2025-11-01,194.63,Paid,2025-11-21,0.0,
BILL_011028,SUB_03676,2025-12-01,224.07,Paid,2025-12-30,0.0,
BILL_011029,SUB_03677,2025-10-01,179.55,Paid,2025-10-15,0.0,
BILL_011030,SUB_03677,2025-11-01,144.71,Paid,2025-11-29,0.0,
BILL_011031,SUB_03677,2025-12-01,189.12,Pending,,0.0,
BILL_011032,SUB_03678,2025-10-01,92.13,Pending,,0.0,
BILL_011033,SUB_03678,2025-11-01,94.94,Partial,,0.0,
BILL_011034,SUB_03678,2025-12-01,79.63,Paid,2025-12-06,0.0,
BILL_011035,SUB_03679,2025-10-01,160.1,Overdue,,0.0,
BILL_011036,SUB_03679,2025-11-01,151.61,Paid,2025-11-14,0.0,
BILL_011037,SUB_03679,2025-12-01,142.23,Paid,2025-12-14,64.52,Billing Error
BILL_011038,SUB_03680,2025-10-01,173.69,Paid,2025-10-07,0.0,
BILL_011039,SUB_03680,2025-11-01,157.5,Paid,2025-11-14,0.0,
BILL_011040,SUB_03680,2025-12-01,145.71,Paid,2025-12-04,0.0,
BILL_011041,SUB_03681,2025-10-01,123.97,Paid,2025-10-09,0.0,
BILL_011042,SUB_03681,2025-11-01,138.05,Overdue,,0.0,
BILL_011043,SUB_03681,2025-12-01,108.8,Paid,2025-12-13,0.0,
BILL_011044,SUB_03682,2025-10-01,108.26,Paid,2025-10-11,0.0,
BILL_011045,SUB_03682,2025-11-01,89.91,Overdue,,0.0,
BILL_011046,SUB_03682,2025-12-01,109.53,Paid,2025-12-22,0.0,
BILL_011047,SUB_03683,2025-10-01,461.25,Paid,2025-10-07,0.0,
BILL_011048,SUB_03683,2025-11-01,488.05,Paid,2025-11-03,0.0,
BILL_011049,SUB_03683,2025-12-01,455.24,Overdue,,0.0,
BILL_011050,SUB_03684,2025-10-01,139.87,Paid,2025-10-21,0.0,
BILL_011051,SUB_03684,2025-11-01,143.96,Overdue,,0.0,
BILL_011052,SUB_03684,2025-12-01,135.0,Overdue,,0.0,
BILL_011053,SUB_03685,2025-10-01,481.07,Paid,2025-10-13,0.0,
BILL_011054,SUB_03685,2025-11-01,477.45,Paid,2025-11-13,0.0,
BILL_011055,SUB_03685,2025-12-01,455.05,Paid,2025-12-22,0.0,
BILL_011056,SUB_03686,2025-10-01,161.14,Paid,2025-10-03,0.0,
BILL_011057,SUB_03686,2025-11-01,147.57,Pending,,0.0,
BILL_011058,SUB_03686,2025-12-01,175.5,Pending,,0.0,
BILL_011059,SUB_03687,2025-10-01,108.63,Paid,2025-10-31,0.0,
BILL_011060,SUB_03687,2025-11-01,76.19,Overdue,,0.0,
BILL_011061,SUB_03687,2025-12-01,65.46,Overdue,,0.0,
BILL_011062,SUB_03688,2025-10-01,160.45,Paid,2025-10-05,0.0,
BILL_011063,SUB_03688,2025-11-01,145.29,Paid,2025-11-14,30.21,Network Issue
BILL_011064,SUB_03688,2025-12-01,114.54,Paid,2025-12-15,0.0,
BILL_011065,SUB_03689,2025-10-01,137.14,Pending,,0.0,
BILL_011066,SUB_03689,2025-11-01,153.62,Paid,2025-11-11,0.0,
BILL_011067,SUB_03689,2025-12-01,155.72,Paid,2025-12-10,0.0,
BILL_011068,SUB_03690,2025-10-01,346.19,Pending,,0.0,
BILL_011069,SUB_03690,2025-11-01,341.27,Pending,,0.0,
BILL_011070,SUB_03690,2025-12-01,371.4,Partial,,0.0,
BILL_011071,SUB_03691,2025-10-01,119.75,Overdue,,59.9,Network Issue
BILL_011072,SUB_03691,2025-11-01,99.73,Overdue,,0.0,
BILL_011073,SUB_03691,2025-12-01,87.03,Paid,2025-12-29,0.0,
BILL_011074,SUB_03692,2025-10-01,192.45,Paid,2025-10-08,0.0,
BILL_011075,SUB_03692,2025-11-01,168.08,Paid,2025-11-06,0.0,
BILL_011076,SUB_03692,2025-12-01,205.79,Paid,2025-12-26,0.0,
BILL_011077,SUB_03693,2025-10-01,168.74,Paid,2025-10-07,0.0,
BILL_011078,SUB_03693,2025-11-01,142.97,Paid,,0.0,
BILL_011079,SUB_03693,2025-12-01,162.6,Paid,2025-12-06,0.0,
BILL_011080,SUB_03694,2025-10-01,121.79,Paid,2025-10-27,0.0,
BILL_011081,SUB_03694,2025-11-01,138.67,Paid,2025-11-07,0.0,
BILL_011082,SUB_03694,2025-12-01,131.09,Paid,2025-12-29,0.0,
BILL_011083,SUB_03695,2025-10-01,140.93,Paid,2025-10-07,0.0,
BILL_011084,SUB_03695,2025-11-01,107.01,Paid,2025-11-04,0.0,
