usage_id,subscriber_id,usage_date,data_usage_gb,voice_minutes,sms_count,roaming_charges,addon_charges
USG_048857,SUB_02533,2025-12-16,27.5,78,94,20.05,11.34
USG_048858,SUB_00398,2025-12-21,8.7,89,75,3.69,20.56
USG_048859,SUB_02190,2025-12-12,1.97,292,46,21.32,4.44
USG_048860,SUB_00545,2025-10-19,26.76,74,8,6.73,1.09
USG_048861,SUB_04827,2025-10-17,3.68,228,21,16.87,0.28
USG_048862,SUB_01576,2026-01-02,17.81,363,29,32.14,3.73
USG_048863,SUB_00913,2025-09-19,9.45,132,71,27.94,17.45
USG_048864,SUB_04039,2025-11-16,27.76,297,56,42.04,0.86
USG_048865,SUB_03294,2025-11-26,,172,46,39.12,11.89
USG_048866,SUB_02223,2025-12-25,9.4,187,72,3.52,13.02
USG_048867,SUB_03730,2025-10-30,4.23,259,33,3.2,30.81
USG_048868,SUB_00823,2025-09-22,12.59,96,70,8.32,1.45
USG_048869,SUB_00798,2025-11-18,9.08,367,16,13.0,16.57
USG_048870,SUB_01552,2025-12-25,29.24,269,70,31.78,18.35
USG_048871,SUB_01496,2025-11-17,12.73,238,42,17.24,53.87
USG_048872,SUB_00217,2025-10-26,2.56,461,75,15.7,8.43
USG_048873,SUB_01534,2025-12-06,6.35,313,78,49.78,13.03
USG_048874,SUB_01932,2025-09-08,6.59,463,70,9.92,25.49
USG_048875,SUB_02175,2025-12-10,19.03,391,40,37.85,31.7
USG_048876,SUB_00674,2025-12-14,2.0,406,90,18.95,7.79
USG_048877,SUB_01736,2025-10-27,15.94,308,16,27.52,25.93
USG_048878,SUB_00129,2025-09-13,9.44,488,19,26.33,14.29
USG_048879,SUB_03883,2025-11-14,12.55,485,81,77.16,22.3
USG_048880,SUB_00816,2025-12-13,16.61,99,43,9.44,2.69
USG_048881,SUB_01194,2025-09-24,17.19,391,64,7.69,2.56
USG_048882,SUB_02347,2025-11-03,3.36,193,85,36.37,7.36
USG_048883,SUB_00069,2025-11-07,11.8,397,42,5.03,15.05
USG_048884,SUB_01148,2025-10-25,3.71,496,55,33.39,60.81
USG_048885,SUB_01383,2025-11-06,21.95,110,82,9.25,28.41
USG_048886,SUB_01569,2025-09-19,9.35,189,80,23.47,6.64
USG_048887,SUB_00700,2025-12-19,5.46,278,92,33.01,22.36
USG_048888,SUB_02720,2025-10-11,12.32,63,59,37.2,56.68
USG_048889,SUB_00649,2025-09-19,7.81,432,35,14.97,1.09
USG_048890,SUB_03846,2025-12-18,11.89,237,78,4.92,2.73
USG_048891,SUB_04990,2025-12-19,16.28,195,71,11.62,17.07
USG_048892,SUB_00039,2025-10-18,7.43,41,76,7.56,11.37
USG_048893,SUB_03792,2025-12-29,3.82,374,91,7.17,2.05
USG_048894,SUB_02921,2025-11-22,12.47,3,59,3.48,0.39
USG_048895,SUB_03983,2025-10-27,3.13,364,46,62.88,21.73
USG_048896,SUB_03252,2025-09-22,3.2,191,18,63.75,22.79
USG_048897,SUB_04295,2025-09-10,8.07,438,99,22.54,7.37
USG_048898,SUB_03609,2025-10-04,2.64,168,4,19.34,8.91
USG_048899,SUB_00120,2025-11-10,5.9,112,96,1.81,6.82
USG_048900,SUB_01013,2025-10-27,5.1,269,52,7.75,9.67
USG_048901,SUB_04489,2025-09-10,6.98,222,60,38.29,6.44
USG_048902,SUB_04221,2025-12-28,29.48,269,34,25.57,29.46
USG_048903,SUB_03421,2025-10-16,5.27,300,96,6.01,4.97
USG_048904,SUB_03747,2025-10-30,4.26,133,10,84.12,7.33
USG_048905,SUB_00791,2025-09-22,13.61,415,30,23.12,75.35
USG_048906,SUB_03402,2025-10-23,5.49,337,98,15.9,0.68
USG_048907,SUB_01020,2025-11-13,25.47,322,81,1.01,2.92
USG_048908,SUB_03581,2025-12-18,6.7,302,21,30.8,13.91
USG_048909,SUB_01256,2025-12-28,4.86,487,84,25.02,21.3
USG_048910,SUB_00314,2025-11-07,7.46,351,0,59.32,6.6
USG_048911,SUB_02261,2025-09-09,13.17,330,48,40.87,0.87
USG_048912,SUB_00956,2025-11-22,13.12,286,100,10.96,2.48
USG_048913,SUB_04155,2025-09-26,9.81,44,76,5.47,39.95
USG_048914,SUB_03534,2025-09-26,45.01,310,7,35.1,41.8
USG_048915,SUB_01218,2025-09-26,0.36,489,36,0.41,7.14
USG_048916,SUB_04177,2025-10-17,5.54,15,56,58.11,44.58
USG_048917,SUB_00666,2025-10-25,7.17,92,37,5.89,20.93
USG_048918,SUB_01619,2025-11-14,6.25,206,34,31.21,4.05
USG_048919,SUB_04695,2025-10-10,,294,98,60.98,2.95
USG_048920,SUB_03264,2025-12-03,5.81,302,69,5.44,14.02
USG_048921,SUB_04148,2025-09-20,2.44,436,44,20.38,15.14
USG_048922,SUB_03639,2025-11-21,6.75,347,43,4.07,20.62
USG_048923,SUB_04695,2025-09-19,12.18,326,58,6.84,10.3
USG_048924,SUB_00209,2025-11-07,16.03,138,31,9.4,10.81
USG_048925,SUB_01426,2025-10-13,5.92,26,18,34.6,16.6
USG_048926,SUB_03054,2025-09-17,6.83,313,63,7.76,9.49
USG_048927,SUB_04925,2025-12-18,11.59,31,21,34.31,1.83
USG_048928,SUB_03569,2025-09-09,10.42,212,28,20.87,5.96
USG_048929,SUB_00272,2025-12-30,25.25,137,66,23.49,13.71
USG_048930,SUB_04662,2025-10-03,6.06,86,28,27.0,11.03
USG_048931,SUB_03706,2025-10-16,12.37,442,65,61.88,8.19
USG_048932,SUB_03927,2025-10-31,1.99,99,33,2.95,1.15
USG_048933,SUB_00809,2026-01-04,4.0,44,46,10.34,9.47
USG_048934,SUB_02897,2025-12-15,11.74,474,20,12.64,3.27
USG_048935,SUB_02508,2025-09-19,18.13,107,71,17.69,1.71
USG_048936,SUB_02315,2025-12-10,12.17,215,61,4.21,2.32
USG_048937,SUB_01693,2025-11-27,14.37,159,12,7.05,8.84
USG_048938,SUB_03887,2025-11-28,14.84,225,14,5.44,0.68
USG_048939,SUB_03101,2025-10-09,2.03,155,65,7.88,3.48
USG_048940,SUB_03373,2025-10-22,1.56,381,79,2.7,3.04
USG_048941,SUB_00106,2025-09-08,,402,59,19.87,9.26
USG_048942,SUB_03016,2025-09-15,1.07,125,71,9.93,25.46
USG_048943,SUB_03073,2025-10-09,12.74,170,50,5.18,0.48
USG_048944,SUB_01646,2025-11-12,14.23,143,46,8.18,5.11
USG_048945,SUB_03973,2025-11-16,6.33,193,11,36.62,0.08
USG_048946,SUB_01871,2025-11-01,6.58,416,20,10.11,1.27
USG_048947,SUB_04269,2026-01-03,30.24,142,64,33.03,23.78
USG_048948,SUB_03869,2025-10-12,26.5,398,28,12.51,11.75
USG_048949,SUB_01080,2025-12-17,2.79,398,70,75.67,7.84
USG_048950,SUB_04065,2025-11-11,12.51,456,79,4.49,5.1
USG_048951,SUB_02657,2025-12-14,2.14,111,93,36.08,7.16
USG_048952,SUB_03646,2025-10-06,4.0,355,5,6.83,8.07
USG_048953,SUB_02912,2025-11-29,10.25,365,32,2.99,8.99
USG_048954,SUB_03356,2025-10-13,7.47,289,95,7.5,4.94
USG_048955,SUB_00585,2025-11-15,2.97,34,92,7.03,41.85
USG_048956,SUB_01026,2025-11-12,4.23,357,78,5.0,2.3
USG_048957,SUB_01468,2025-12-19,16.17,163,66,38.3,4.15
USG_048958,SUB_01756,2025-09-21,3.19,432,18,0.42,3.18
USG_048959,SUB_04164,2025-10-04,11.02,383,81,67.39,0.25
USG_048960,SUB_00430,2025-11-11,5.84,347,80,35.52,6.11
USG_048961,SUB_03013,2025-12-20,10.78,345,50,8.06,2.41
USG_048962,SUB_04862,2025-11-04,10.04,112,75,7.28,35.69
USG_048963,SUB_02612,2025-11-05,7.59,306,49,5.29,3.89
USG_048964,SUB_02999,2025-09-10,3.41,13,67,168.53,21.69
USG_048965,SUB_02972,2025-10-30,2.86,369,0,4.63,33.19
USG_048966,SUB_01897,2025-11-29,9.44,249,67,20.43,7.03
USG_048967,SUB_04643,2025-09-11,4.07,148,73,6.05,37.43
USG_048968,SUB_02096,2025-11-20,16.43,483,4,82.1,9.66
USG_048969,SUB_00988,2025-10-04,16.73,106,20,2.02,10.0
USG_048970,SUB_03159,2025-12-10,11.65,375,87,87.64,12.0
USG_048971,SUB_02736,2025-12-24,5.69,490,48,2.0,7.16
USG_048972,SUB_00434,2025-10-02,8.82,52,22,18.56,0.09
USG_048973,SUB_02213,2025-12-17,14.91,455,85,2.48,8.9
USG_048974,SUB_04812,2025-12-13,5.93,170,82,21.21,2.98
USG_048975,SUB_01128,2025-09-20,11.74,398,85,1.39,10.16
USG_048976,SUB_02288,2025-12-13,2.74,239,56,24.21,9.71
USG_048977,SUB_01764,2025-10-31,14.57,305,67,0.64,23.25
USG_048978,SUB_03065,2025-10-03,21.58,343,52,42.94,9.4
USG_048979,SUB_03701,2025-12-26,3.29,242,85,40.77,30.4
USG_048980,SUB_01960,2025-09-22,4.16,474,30,2.93,5.94
USG_048981,SUB_02973,2025-11-19,1.57,9,70,2.63,18.44
USG_048982,SUB_03672,2025-11-17,0.72,184,85,4.7,13.65
USG_048983,SUB_03910,2025-09-14,5.96,266,41,25.68,6.09
USG_048984,SUB_01864,2025-10-09,18.38,78,35,14.33,22.34
USG_048985,SUB_03270,2025-09-12,7.43,61,18,5.62,12.97
USG_048986,SUB_02217,2025-12-15,31.34,258,22,20.88,3.12
USG_048987,SUB_02644,2025-11-07,8.96,98,11,100.05,2.3
USG_048988,SUB_03024,2025-10-24,5.42,149,19,1.34,29.2
USG_048989,SUB_00453,2025-09-18,8.55,431,16,28.39,10.81
USG_048990,SUB_02832,2025-10-22,6.74,263,68,3.73,12.12
USG_048991,SUB_03934,2025-11-05,14.69,26,51,26.92,2.19
USG_048992,SUB_02761,2025-10-18,18.54,456,59,30.13,8.58
USG_048993,SUB_02341,2025-12-16,16.45,26,23,10.38,1.85
USG_048994,SUB_04894,2025-12-02,6.2,476,33,39.33,30.93
USG_048995,SUB_03238,2025-10-11,8.84,370,46,44.5,0.48
USG_048996,SUB_02188,2025-09-26,2.19,28,74,33.2,25.49
USG_048997,SUB_04427,2025-11-13,9.99,63,37,30.79,11.02
USG_048998,SUB_00476,2025-11-12,9.85,59,70,39.93,1.41
USG_048999,SUB_00705,2025-12-29,16.74,454,47,32.45,19.84
USG_049000,SUB_01103,2025-10-14,7.17,274,6,16.1,35.67
USG_049001,SUB_01766,2025-11-29,3.91,187,87,6.72,0.45
USG_049002,SUB_01830,2025-09-08,13.51,24,91,23.49,7.48
USG_049003,SUB_01218,2025-11-25,27.07,265,43,8.22,3.65
USG_049004,SUB_04573,2025-09-18,15.41,482,55,24.64,9.77
USG_049005,SUB_00947,2025-11-10,1.71,191,1,16.24,26.13
USG_049006,SUB_01603,2025-10-17,9.14,70,98,28.52,3.21
USG_049007,SUB_00582,2025-12-26,7.58,292,31,3.73,3.21
USG_049008,SUB_01044,2025-10-19,11.57,130,15,11.45,31.6
USG_049009,SUB_00512,2025-09-09,1.77,232,28,1.97,52.25
USG_049010,SUB_01533,2025-11-03,33.4,402,19,17.34,54.55
USG_049011,SUB_00171,2025-09-13,8.29,270,65,1.24,0.64
USG_049012,SUB_01086,2025-09-23,9.38,93,45,75.56,4.88
USG_049013,SUB_00305,2025-11-03,6.22,135,49,14.3,5.49
USG_049014,SUB_02441,2026-01-04,12.89,160,82,8.65,15.3
USG_049015,SUB_02063,2025-12-20,8.99,142,81,10.35,0.04
USG_049016,SUB_00481,2025-10-09,6.52,268,5,18.01,20.42
USG_049017,SUB_02886,2025-11-01,3.69,101,83,17.07,21.37
USG_049018,SUB_04630,2025-12-18,3.86,134,37,19.51,4.26
USG_049019,SUB_00572,2025-12-11,1.43,202,65,19.84,1.4
USG_049020,SUB_02979,2025-09-12,11.22,83,30,70.19,7.24
USG_049021,SUB_00914,2025-10-14,7.73,12,62,33.24,19.29
USG_049022,SUB_03298,2025-09-09,9.89,92,52,13.36,29.47
USG_049023,SUB_00693,2026-01-03,5.57,496,82,12.53,5.1
USG_049024,SUB_03953,2025-11-02,9.37,493,92,2.02,6.1
USG_049025,SUB_00845,2025-09-24,6.63,389,84,2.42,5.02
USG_049026,SUB_02221,2025-10-31,9.51,21,13,18.53,1.44
USG_049027,SUB_04266,2025-11-10,2.91,441,68,18.17,28.75
USG_049028,SUB_01490,2025-12-13,23.85,4,30,41.9,3.35
USG_049029,SUB_01290,2025-11-13,16.33,436,14,33.18,8.49
USG_049030,SUB_04139,2025-10-14,12.99,161,79,0.68,9.54
USG_049031,SUB_04167,2025-09-08,4.68,446,77,16.76,4.92
USG_049032,SUB_01847,2026-01-01,16.03,252,1,34.19,2.39
USG_049033,SUB_00705,2025-11-04,4.73,322,67,2.71,13.32
USG_049034,SUB_00989,2025-09-25,4.18,149,95,0.61,13.53
USG_049035,SUB_04324,2025-12-22,10.75,282,88,15.35,11.6
USG_049036,SUB_01475,2025-09-17,4.81,151,73,16.28,3.6
USG_049037,SUB_01305,2025-10-14,5.28,144,12,8.84,51.84
USG_049038,SUB_00030,2025-09-16,5.64,60,50,32.06,19.06
USG_049039,SUB_00296,2025-12-12,1.01,361,33,3.3,31.36
USG_049040,SUB_00770,2025-11-18,3.32,393,52,4.31,13.56
USG_049041,SUB_01483,2025-10-09,6.3,320,75,50.98,21.6
USG_049042,SUB_02255,2025-12-27,2.67,143,83,1.77,2.66
USG_049043,SUB_03333,2025-11-15,5.14,296,85,9.2,9.38
USG_049044,SUB_03384,2025-12-25,2.62,240,85,4.98,34.37
USG_049045,SUB_02279,2025-09-12,12.78,306,53,9.78,2.05
USG_049046,SUB_04607,2025-12-07,5.73,155,73,5.08,3.98
USG_049047,SUB_03294,2025-10-25,9.78,165,33,1.26,26.79
USG_049048,SUB_00375,2025-10-24,9.0,316,6,53.51,9.81
USG_049049,SUB_02061,2025-09-14,4.01,432,2,53.19,26.12
USG_049050,SUB_02582,2025-11-29,9.93,342,64,20.47,11.44
USG_049051,SUB_00581,2025-09-10,4.03,250,31,15.52,31.28
USG_049052,SUB_04149,2025-10-24,10.12,23,11,4.64,18.39
USG_049053,SUB_04237,2025-10-19,12.18,335,27,5.4,4.48
USG_049054,SUB_03459,2025-10-12,2.55,270,36,0.42,0.09
USG_049055,SUB_02191,2025-09-24,1.98,298,100,23.97,21.37
USG_049056,SUB_00263,2025-12-03,9.23,498,84,7.58,14.33
USG_049057,SUB_04031,2025-11-17,7.27,33,39,7.75,31.95
USG_049058,SUB_00028,2025-11-17,10.36,298,63,0.67,39.29
USG_049059,SUB_04506,2025-11-13,21.45,115,75,8.58,28.13
USG_049060,SUB_03609,2025-09-10,8.02,314,0,9.7,7.31
USG_049061,SUB_02532,2025-11-20,4.13,14,59,15.29,6.93
USG_049062,SUB_04507,2025-09-21,3.98,230,4,52.66,12.95
USG_049063,SUB_03706,2025-09-23,11.24,307,3,12.2,15.78
USG_049064,SUB_01983,2025-09-29,,372,93,35.05,15.03
USG_049065,SUB_03411,2025-11-11,3.44,19,86,3.89,13.3
USG_049066,SUB_00281,2025-09-21,3.27,114,31,13.95,27.31
USG_049067,SUB_02892,2025-12-24,2.91,68,61,6.4,23.4
USG_049068,SUB_04863,2025-11-12,9.83,7,77,33.6,20.02
USG_049069,SUB_02945,2025-09-21,4.53,44,72,0.24,22.16
USG_049070,SUB_04633,2025-12-18,3.04,55,38,23.28,16.67
USG_049071,SUB_01897,2025-11-11,2.17,283,24,2.13,3.1
USG_049072,SUB_02825,2025-11-05,1.35,250,26,25.68,4.66
USG_049073,SUB_01040,2025-12-19,6.2,448,44,54.31,6.06
USG_049074,SUB_04124,2025-12-24,3.29,437,54,22.01,44.65
USG_049075,SUB_00205,2026-01-02,2.05,486,89,19.82,3.01
USG_049076,SUB_01050,2025-11-09,2.41,36,79,7.07,2.38
USG_049077,SUB_04907,2025-12-28,5.21,150,77,25.6,25.68
USG_049078,SUB_02262,2025-12-18,2.03,332,43,51.68,5.82
USG_049079,SUB_01969,2026-01-04,3.14,172,52,22.53,25.66
USG_049080,SUB_04631,2025-11-16,4.42,93,10,102.15,1.81
USG_049081,SUB_01401,2025-12-09,7.28,381,0,5.18,5.38
USG_049082,SUB_00863,2025-10-29,3.64,311,6,8.59,10.09
USG_049083,SUB_02742,2025-11-14,11.99,277,38,10.12,26.96
USG_049084,SUB_04627,2025-12-29,15.47,417,3,22.31,14.95
USG_049085,SUB_04356,2025-10-02,2.0,278,63,49.72,13.61
USG_049086,SUB_00635,2025-10-17,11.62,106,86,17.05,5.65
USG_049087,SUB_01288,2025-10-23,7.65,430,73,17.87,0.76
USG_049088,SUB_04391,2025-10-25,10.41,193,19,5.65,0.31
USG_049089,SUB_01484,2025-10-02,24.02,347,40,4.59,32.38
USG_049090,SUB_04534,2025-10-16,9.77,198,57,18.21,74.26
USG_049091,SUB_04546,2025-12-12,18.74,431,78,82.79,39.25
USG_049092,SUB_00758,2025-10-22,2.17,410,28,3.9,8.67
USG_049093,SUB_02354,2025-12-14,0.57,276,26,21.11,38.38
USG_049094,SUB_02830,2025-11-02,11.96,254,76,1.97,2.85
USG_049095,SUB_00236,2025-09-23,10.41,377,72,7.19,9.47
USG_049096,SUB_03656,2025-10-19,14.4,242,36,26.38,35.15
USG_049097,SUB_03541,2025-09-11,3.96,387,41,20.66,9.31
USG_049098,SUB_04650,2025-11-03,13.5,298,24,0.06,28.8
USG_049099,SUB_02693,2026-01-02,14.89,234,49,2.47,23.94
USG_049100,SUB_03234,2025-12-20,6.39,479,0,7.61,0.17
USG_049101,SUB_01812,2025-12-18,16.37,75,71,2.26,3.89
USG_049102,SUB_02342,2025-11-15,12.49,191,47,8.74,1.86
USG_049103,SUB_03232,2025-12-05,7.12,72,75,13.73,0.8
USG_049104,SUB_01487,2025-12-13,28.83,356,65,5.78,1.83
USG_049105,SUB_02855,2025-09-09,13.08,20,16,28.72,55.12
USG_049106,SUB_00691,2025-12-29,3.04,400,32,48.4,20.97
USG_049107,SUB_03394,2025-12-19,6.08,201,8,43.72,2.05
USG_049108,SUB_04615,2025-10-14,8.93,38,18,10.63,6.89
USG_049109,SUB_04431,2025-09-23,7.79,423,43,18.54,23.52
USG_049110,SUB_02511,2025-11-17,8.1,3,32,2.11,32.03
USG_049111,SUB_03402,2025-12-25,2.42,341,65,32.82,17.98
USG_049112,SUB_01373,2025-12-30,5.65,134,72,18.45,7.33
USG_049113,SUB_01617,2025-10-23,17.97,378,14,52.98,1.94
USG_049114,SUB_01410,2025-09-21,5.2,1,46,9.66,17.86
USG_049115,SUB_00978,2025-10-23,3.58,298,50,21.27,34.92
USG_049116,SUB_03762,2025-12-19,27.16,249,95,22.06,36.79
USG_049117,SUB_02739,2025-12-18,22.24,68,89,50.96,1.77
USG_049118,SUB_04857,2025-11-12,10.37,244,68,22.79,20.16
USG_049119,SUB_01272,2025-10-10,1.23,39,67,57.27,17.26
USG_049120,SUB_04524,2026-01-04,7.5,485,46,14.19,2.33
USG_049121,SUB_00228,2025-10-26,5.43,236,100,75.5,2.42
USG_049122,SUB_01345,2025-12-03,12.42,394,67,17.73,3.8
USG_049123,SUB_03118,2025-11-11,22.7,207,92,16.55,4.98
USG_049124,SUB_04875,2025-10-04,5.82,89,92,16.39,18.37
USG_049125,SUB_00930,2025-09-20,6.24,198,21,4.71,20.87
USG_049126,SUB_01135,2025-10-04,5.22,299,17,57.45,43.3
USG_049127,SUB_03890,2025-10-30,8.56,181,82,53.87,1.15
USG_049128,SUB_01457,2025-12-26,11.24,251,99,42.56,18.35
USG_049129,SUB_00166,2025-09-30,3.89,389,32,12.71,5.35
USG_049130,SUB_03855,2025-12-26,6.41,131,32,2.68,9.3
USG_049131,SUB_01276,2025-12-03,9.68,97,65,3.98,29.02
USG_049132,SUB_03212,2025-09-13,23.47,226,56,11.78,68.22
USG_049133,SUB_04953,2025-12-21,2.87,144,33,21.88,20.78
USG_049134,SUB_01161,2025-09-30,2.96,42,37,8.15,19.4
USG_049135,SUB_02505,2025-11-22,2.55,170,5,25.55,18.05
USG_049136,SUB_02255,2025-10-16,2.01,344,57,57.25,32.45
USG_049137,SUB_03496,2025-11-23,14.14,132,90,22.15,17.89
USG_049138,SUB_01823,2025-12-18,17.92,371,96,22.49,2.08
USG_049139,SUB_01225,2025-12-31,10.45,238,85,17.28,5.97
USG_049140,SUB_02648,2025-12-20,7.37,209,36,22.41,17.38
USG_049141,SUB_00814,2025-10-16,13.5,332,12,0.91,9.52
USG_049142,SUB_00497,2025-10-21,5.69,424,6,37.56,59.21
USG_049143,SUB_01693,2025-12-05,6.4,426,62,7.8,32.32
USG_049144,SUB_04691,2025-11-25,2.51,345,42,5.86,8.41
USG_049145,SUB_04260,2026-01-03,8.89,497,66,43.76,22.91
USG_049146,SUB_00404,2025-10-18,7.97,100,18,21.94,7.44
USG_049147,SUB_04166,2025-11-01,12.41,495,49,29.46,14.4
USG_049148,SUB_01333,2025-09-23,10.89,178,99,7.99,6.07
USG_049149,SUB_01415,2025-09-29,22.05,406,71,9.55,0.71
USG_049150,SUB_00791,2025-11-06,9.65,367,11,3.82,20.6
USG_049151,SUB_00142,2025-10-31,3.07,308,88,44.78,8.38
USG_049152,SUB_01157,2025-10-14,3.02,132,32,19.52,29.55
USG_049153,SUB_01284,2025-09-28,7.59,332,81,6.64,67.31
USG_049154,SUB_04792,2025-10-09,3.58,306,71,8.15,55.72
USG_049155,SUB_02621,2025-11-07,21.26,293,53,14.4,19.69
USG_049156,SUB_02152,2025-10-07,47.77,169,62,5.43,9.06
USG_049157,SUB_01169,2025-11-12,6.98,146,49,4.25,5.42
USG_049158,SUB_01289,2025-09-15,21.47,52,96,57.26,24.94
USG_049159,SUB_00931,2025-12-30,1.83,101,67,2.5,37.19
USG_049160,SUB_02050,2025-10-10,21.3,160,11,47.8,1.21
USG_049161,SUB_03872,2025-12-06,1.68,492,24,3.57,15.73
USG_049162,SUB_03523,2025-12-29,63.8,413,100,3.05,17.58
USG_049163,SUB_00777,2025-09-07,6.51,493,95,9.08,8.65
USG_049164,SUB_04856,2025-09-24,9.15,309,85,0.63,73.47
USG_049165,SUB_01394,2025-11-24,11.45,399,73,5.36,52.62
USG_049166,SUB_04072,2025-09-10,11.43,120,3,7.27,19.74
USG_049167,SUB_03135,2025-10-03,11.29,381,96,19.5,4.68
USG_049168,SUB_01770,2025-12-05,12.54,368,85,43.05,1.68
USG_049169,SUB_01575,2025-11-07,24.84,68,3,15.46,2.37
USG_049170,SUB_03715,2025-11-23,22.41,186,53,20.53,6.02
USG_049171,SUB_04440,2025-12-27,3.65,80,44,27.26,9.2
USG_049172,SUB_03350,2025-12-19,10.4,15,44,58.06,5.04
USG_049173,SUB_04444,2025-11-09,9.8,476,46,0.12,7.47
USG_049174,SUB_04058,2025-11-27,1.81,72,14,12.39,7.31
USG_049175,SUB_03124,2025-10-10,14.75,290,61,23.93,38.66
USG_049176,SUB_03663,2025-10-10,21.48,425,17,61.7,3.83
USG_049177,SUB_00536,2026-01-04,14.47,32,6,44.66,2.4
USG_049178,SUB_04746,2025-10-31,5.38,339,54,8.29,1.31
USG_049179,SUB_00965,2025-10-12,8.11,199,59,32.63,14.11
USG_049180,SUB_01496,2025-10-31,1.51,119,56,1.23,0.44
USG_049181,SUB_02017,2025-12-22,16.34,202,4,16.15,7.01
USG_049182,SUB_02130,2026-01-02,3.85,496,59,11.06,18.3
USG_049183,SUB_02000,2025-10-26,9.86,394,98,8.28,8.71
USG_049184,SUB_00786,2025-09-09,14.52,221,89,4.27,12.5
USG_049185,SUB_00628,2025-11-24,7.7,149,17,74.51,1.64
USG_049186,SUB_01163,2025-09-14,4.43,354,17,27.19,6.78
USG_049187,SUB_02004,2025-09-26,3.66,378,23,10.82,30.22
USG_049188,SUB_02551,2025-11-29,1.82,442,44,31.24,18.56
USG_049189,SUB_03295,2025-12-16,5.34,275,67,12.73,7.98
USG_049190,SUB_01071,2025-10-24,0.89,493,16,2.72,19.88
USG_049191,SUB_04955,2025-11-26,2.75,118,71,15.07,12.25
USG_049192,SUB_01143,2025-10-12,22.31,63,48,7.14,9.36
USG_049193,SUB_01309,2025-12-06,1.46,146,72,2.07,37.12
USG_049194,SUB_02965,2025-12-29,3.06,229,73,17.0,2.25
USG_049195,SUB_01365,2025-11-16,2.53,332,39,6.46,27.89
USG_049196,SUB_00781,2025-11-07,15.62,324,32,1.54,17.3
USG_049197,SUB_00934,2025-09-10,17.89,58,71,10.22,10.49
USG_049198,SUB_03324,2025-09-14,14.1,247,52,18.51,17.14
USG_049199,SUB_01290,2025-11-12,11.37,481,14,0.56,7.74
USG_049200,SUB_01983,2025-10-06,26.61,9,88,2.26,10.37
USG_049201,SUB_04229,2025-12-11,3.13,35,0,17.55,29.0
USG_049202,SUB_00867,2025-10-06,12.14,167,49,17.04,1.86
USG_049203,SUB_04561,2025-12-02,7.83,43,33,4.49,0.57
USG_049204,SUB_00934,2025-11-22,25.53,444,94,0.46,0.68
USG_049205,SUB_04224,2025-11-26,7.41,331,81,15.16,5.29
USG_049206,SUB_04472,2025-12-02,17.93,481,32,12.17,14.86
USG_049207,SUB_02205,2025-12-09,7.67,462,77,28.33,2.87
USG_049208,SUB_04610,2025-09-28,4.78,97,51,14.37,37.48
USG_049209,SUB_00975,2025-09-22,2.91,62,83,3.45,4.47
USG_049210,SUB_02312,2025-10-31,7.26,235,62,91.35,44.3
USG_049211,SUB_02013,2025-12-16,2.33,133,57,12.34,16.3
USG_049212,SUB_03058,2026-01-03,4.02,414,59,20.81,48.0
USG_049213,SUB_01910,2025-10-03,6.79,36,28,11.67,2.97
USG_049214,SUB_00747,2025-11-27,4.33,109,34,10.2,7.36
USG_049215,SUB_00530,2025-12-07,4.8,469,12,15.84,58.9
USG_049216,SUB_02893,2025-09-20,5.87,246,5,7.73,10.58
USG_049217,SUB_01205,2025-09-25,15.99,417,59,29.16,13.59
USG_049218,SUB_04166,2025-09-24,15.93,289,92,17.75,35.87
USG_049219,SUB_04989,2025-12-10,3.05,127,42,11.81,29.08
USG_049220,SUB_03634,2025-12-09,4.32,179,73,25.04,16.63
USG_049221,SUB_00537,2025-11-06,3.09,124,19,37.4,27.81
USG_049222,SUB_02492,2025-12-15,8.68,351,64,2.42,1.15
USG_049223,SUB_04052,2025-12-12,10.14,203,70,21.08,1.31
USG_049224,SUB_02328,2025-12-24,10.91,247,8,67.6,10.22
USG_049225,SUB_01239,2025-11-06,19.22,334,63,10.27,1.03
USG_049226,SUB_01101,2025-10-17,7.74,389,7,11.58,29.83
USG_049227,SUB_02209,2025-09-30,11.72,414,34,14.98,11.28
USG_049228,SUB_03857,2025-11-10,11.69,99,76,5.07,14.65
USG_049229,SUB_03837,2025-11-21,16.24,59,18,6.62,1.19
USG_049230,SUB_04315,2025-09-11,5.16,424,51,25.93,0.64
USG_049231,SUB_02065,2025-12-01,12.92,39,86,35.88,15.75
USG_049232,SUB_04479,2025-10-20,9.1,173,77,41.18,10.02
USG_049233,SUB_02724,2025-11-12,3.55,299,95,25.37,26.05
USG_049234,SUB_00358,2025-09-30,9.44,478,67,29.12,22.57
USG_049235,SUB_02148,2025-10-03,11.83,232,93,0.59,11.52
USG_049236,SUB_04291,2025-12-17,16.42,238,45,6.86,22.31
USG_049237,SUB_03221,2025-09-30,7.87,489,92,30.84,8.85
USG_049238,SUB_04531,2025-09-26,6.98,478,24,3.9,8.79
USG_049239,SUB_02210,2025-12-26,3.06,440,44,3.83,13.29
USG_049240,SUB_02361,2025-10-25,9.02,182,44,21.51,3.83
USG_049241,SUB_02369,2025-09-17,6.86,375,40,5.46,13.8
USG_049242,SUB_00743,2026-01-03,3.81,399,15,42.49,3.73
USG_049243,SUB_03537,2025-11-18,17.28,72,63,14.96,40.51
